record_id,person_id,name,alias,dob,prior_offences,gang_affiliation,known_address,ground_truth_flag
UP-CRIM-0117,UP00117,Munna Gurjar,Munna Gurjar @ Kabadi,1979-05-15,2022 - NDPS Act Sec 8/20/21; 2023 - UP Gangsters Act,UP-Central-Ring,"221, Near Collectorganj PS, Kanpur Nagar, Uttar Pradesh",core_gang
UP-CRIM-0118,UP00118,Tariq Qureshi,,1991-06-23,2022 - IPC 386 / BNS 308 (Extortion); 2023 - UP Gangsters Act,UP-East-Ring,"71, Near Shahpur PS, Gorakhpur, Uttar Pradesh",core_gang
UP-CRIM-0119,UP00119,Alok Gupta,,1991-09-17,2022 - IPC 307 / BNS 109 (Attempt to Murder); 2023 - UP Gangsters Act,UP-West-Ring,"34, Near Shivpur PS, Varanasi, Uttar Pradesh",core_gang
UP-CRIM-0120,UP00120,Alok Srivastav,,2001-11-10,2022 - IPC 302 / BNS 103 (Murder); 2023 - UP Gangsters Act,UP-Central-Ring,"17, Near Sihani Gate PS, Ghaziabad, Uttar Pradesh",core_gang
UP-CRIM-0121,UP00121,Anil Tiwari,,1988-03-11,2022 - IPC 302 / BNS 103 (Murder); 2023 - UP Gangsters Act,UP-East-Ring,"79, Near Sikandra PS, Agra, Uttar Pradesh",core_gang
UP-CRIM-0122,UP00122,Neeraj Gurjar,,1984-05-19,2022 - IPC 420/467/468 (Cheating & Forgery); 2023 - UP Gangsters Act,UP-West-Ring,"60, Near Kotwali PS, Ayodhya, Uttar Pradesh",core_gang
UP-CRIM-0123,UP00123,Manoj Rajput,,1982-10-14,2022 - IPC 386 / BNS 308 (Extortion); 2023 - UP Gangsters Act,UP-Central-Ring,"145, Near Etmadpur PS, Agra, Uttar Pradesh",core_gang
UP-CRIM-0124,UP00124,Chhotu Chaudhary,,1983-11-10,2022 - IPC 307 / BNS 109 (Attempt to Murder); 2023 - UP Gangsters Act,UP-East-Ring,"156, Near Sipri Bazar PS, Jhansi, Uttar Pradesh",core_gang
UP-CRIM-0125,UP00125,Babloo Gupta,,1983-11-24,2022 - Arms Act Sec 25/27; 2023 - UP Gangsters Act,UP-West-Ring,"186, Near Tiwaripur PS, Gorakhpur, Uttar Pradesh",core_gang
UP-CRIM-0126,UP00126,Tariq Pandey,,1996-08-16,2022 - Arms Act Sec 25/27; 2023 - UP Gangsters Act,UP-Central-Ring,"72, Near Kalyanpur PS, Kanpur Nagar, Uttar Pradesh",core_gang
UP-CRIM-0127,UP00127,Akhilesh Pandey,,1987-05-18,2022 - IPC 395 / BNS 310 (Dacoity); 2023 - UP Gangsters Act,UP-East-Ring,"35, Near Tiwaripur PS, Gorakhpur, Uttar Pradesh",core_gang
UP-CRIM-0128,UP00128,Atiq Siddiqui,,1997-09-13,2022 - IPC 395 / BNS 310 (Dacoity); 2023 - UP Gangsters Act,UP-West-Ring,"85, Near Gomti Nagar PS, Lucknow, Uttar Pradesh",core_gang
UP-CRIM-0129,UP00129,Amit Srivastav,,1988-11-28,2022 - NDPS Act Sec 8/20/21; 2023 - UP Gangsters Act,UP-Central-Ring,"179, Near Knowledge Park PS, Gautam Buddha Nagar (Noida), Uttar Pradesh",core_gang
UP-CRIM-0130,UP00130,Brijesh Nagar,,1986-10-02,2022 - IPC 420/467/468 (Cheating & Forgery); 2023 - UP Gangsters Act,UP-East-Ring,"35, Near Hari Parbat PS, Agra, Uttar Pradesh",core_gang
UP-CRIM-0131,UP00131,Tariq Nishad,,1975-07-27,2022 - IPC 395 / BNS 310 (Dacoity); 2023 - UP Gangsters Act,UP-West-Ring,"201, Near Prem Nagar PS, Jhansi, Uttar Pradesh",core_gang
UP-CRIM-0132,UP00132,Chhotu Singh,,1987-07-03,2022 - IPC 395 / BNS 310 (Dacoity); 2023 - UP Gangsters Act,UP-Central-Ring,"73, Near Sadar Bazar PS, Meerut, Uttar Pradesh",core_gang
UP-CRIM-0133,UP00133,Anil Nishad,Anil Nishad @ Bhaiya,1979-09-01,2022 - IPC 395 / BNS 310 (Dacoity); 2023 - UP Gangsters Act,UP-East-Ring,"115, Near Tajganj PS, Agra, Uttar Pradesh",core_gang
UP-CRIM-0134,UP00134,Chhotu Tripathi,,1986-02-09,2022 - IPC 395 / BNS 310 (Dacoity); 2023 - UP Gangsters Act,UP-West-Ring,"58, Near Sadar Bazar PS, Meerut, Uttar Pradesh",core_gang
UP-CRIM-0135,UP00135,Sunil Shukla,,1988-12-11,2022 - IPC 302 / BNS 103 (Murder); 2023 - UP Gangsters Act,UP-Central-Ring,"32, Near Surajpur PS, Gautam Buddha Nagar (Noida), Uttar Pradesh",core_gang
UP-CRIM-0136,UP00136,Anil Qureshi,,1979-09-13,2022 - NDPS Act Sec 8/20/21; 2023 - UP Gangsters Act,UP-East-Ring,"227, Near Partapur PS, Meerut, Uttar Pradesh",core_gang
UP-CRIM-0137,UP00137,Deepak Jaiswal,Deepak Jaiswal @ Don,2003-10-26,2022 - Sec 2/3 UP Gangsters Act 1986; 2023 - UP Gangsters Act,UP-West-Ring,"92, Near Cantt PS, Varanasi, Uttar Pradesh",core_gang
UP-CRIM-0138,UP00138,Deepak Tiwari,,1989-09-16,2022 - IPC 395 / BNS 310 (Dacoity); 2023 - UP Gangsters Act,UP-Central-Ring,"210, Near Ayodhya Kotwali PS, Ayodhya, Uttar Pradesh",core_gang
UP-CRIM-0139,UP00139,Manoj Bind,,1986-03-17,2022 - Sec 2/3 UP Gangsters Act 1986; 2023 - UP Gangsters Act,UP-East-Ring,"151, Near Sector 20 PS, Gautam Buddha Nagar (Noida), Uttar Pradesh",core_gang
UP-CRIM-0140,UP00140,Chhotu Gupta,Chhotu Gupta @ Fauji,1978-08-17,2022 - IPC 307 / BNS 109 (Attempt to Murder); 2023 - UP Gangsters Act,UP-West-Ring,"204, Near Nauchandi PS, Meerut, Uttar Pradesh",core_gang
UP-CRIM-0141,UP00141,Mahesh Dubey,,1981-04-09,2022 - IPC 420/467/468 (Cheating & Forgery); 2023 - UP Gangsters Act,UP-Central-Ring,"105, Near Subhash Nagar PS, Bareilly, Uttar Pradesh",core_gang
UP-CRIM-0142,UP00142,Sonu Chaudhary,,1976-07-01,2022 - IPC 302 / BNS 103 (Murder); 2023 - UP Gangsters Act,UP-East-Ring,"76, Near Chowk PS, Lucknow, Uttar Pradesh",core_gang
UP-CRIM-0143,UP00143,Vikram Pal,,1985-11-28,2022 - IPC 420/467/468 (Cheating & Forgery); 2023 - UP Gangsters Act,UP-West-Ring,"94, Near Indirapuram PS, Ghaziabad, Uttar Pradesh",core_gang
UP-CRIM-0144,UP00144,Rakesh Rajput,Rakesh Rajput @ Pandit,2003-07-07,2022 - IPC 386 / BNS 308 (Extortion); 2023 - UP Gangsters Act,UP-Central-Ring,"70, Near Sihani Gate PS, Ghaziabad, Uttar Pradesh",core_gang
UP-CRIM-0145,UP00145,Akhilesh Shukla,Akhilesh Shukla @ Urf Chhotu,1982-10-16,2022 - IPC 386 / BNS 308 (Extortion); 2023 - UP Gangsters Act,UP-East-Ring,"145, Near Gorakhnath PS, Gorakhpur, Uttar Pradesh",core_gang
UP-CRIM-0146,UP00146,Abhay Rajput,,1979-01-26,2022 - IPC 307 / BNS 109 (Attempt to Murder); 2023 - UP Gangsters Act,UP-West-Ring,"76, Near Baradari PS, Bareilly, Uttar Pradesh",core_gang
UP-CRIM-0147,UP00147,Suresh Pal,,1987-12-18,2022 - IPC 386 / BNS 308 (Extortion); 2023 - UP Gangsters Act,UP-Central-Ring,"243, Near Nawabad PS, Jhansi, Uttar Pradesh",core_gang
UP-CRIM-0148,UP00148,Pappu Gupta,,1995-04-04,2022 - IPC 307 / BNS 109 (Attempt to Murder); 2023 - UP Gangsters Act,UP-East-Ring,"186, Near Nawabad PS, Jhansi, Uttar Pradesh",core_gang
UP-CRIM-0149,UP00149,Neeraj Khan,,1991-01-10,2022 - IPC 420/467/468 (Cheating & Forgery); 2023 - UP Gangsters Act,UP-West-Ring,"141, Near Dhoomanganj PS, Prayagraj, Uttar Pradesh",core_gang
UP-CRIM-0150,UP00150,Virendra Yadav,Virendra Yadav @ Urf Chhotu,1990-12-09,2022 - Arms Act Sec 25/27; 2023 - UP Gangsters Act,UP-Central-Ring,"131, Near Collectorganj PS, Kanpur Nagar, Uttar Pradesh",core_gang
UP-CRIM-0151,UP00151,Dharmendra Nishad,Dharmendra Nishad @ Raja,2002-12-20,2022 - IPC 395 / BNS 310 (Dacoity); 2023 - UP Gangsters Act,UP-East-Ring,"130, Near Prem Nagar PS, Jhansi, Uttar Pradesh",core_gang
UP-CRIM-0152,UP00152,Sonu Rajput,Sonu Rajput @ Babu,1991-03-16,2022 - Sec 2/3 UP Gangsters Act 1986; 2023 - UP Gangsters Act,UP-West-Ring,"37, Near Sihani Gate PS, Ghaziabad, Uttar Pradesh",core_gang
UP-CRIM-0153,UP00153,Sunil Shukla,Sunil Shukla @ Pandit,2003-10-11,2022 - IPC 420/467/468 (Cheating & Forgery); 2023 - UP Gangsters Act,UP-Central-Ring,"55, Near Sector 24 PS, Gautam Buddha Nagar (Noida), Uttar Pradesh",core_gang
UP-CRIM-0154,UP00154,Santosh Gupta,,1982-09-10,2022 - IPC 302 / BNS 103 (Murder); 2023 - UP Gangsters Act,UP-East-Ring,"44, Near Partapur PS, Meerut, Uttar Pradesh",core_gang
UP-CRIM-0155,UP00155,Satish Tyagi,,1986-03-02,2022 - Sec 2/3 UP Gangsters Act 1986; 2023 - UP Gangsters Act,UP-West-Ring,"175, Near Hazratganj PS, Lucknow, Uttar Pradesh",core_gang
UP-CRIM-0156,UP00156,Imran Verma,,1990-08-15,2022 - NDPS Act Sec 8/20/21; 2023 - UP Gangsters Act,UP-Central-Ring,"178, Near Shahganj PS, Agra, Uttar Pradesh",core_gang
UP-CRIM-0157,UP00157,Imran Singh,,1996-04-03,2022 - IPC 386 / BNS 308 (Extortion); 2023 - UP Gangsters Act,UP-East-Ring,"38, Near Prem Nagar PS, Jhansi, Uttar Pradesh",core_gang
UP-CRIM-0158,UP00158,Rakesh Pal,,1992-09-04,2022 - NDPS Act Sec 8/20/21; 2023 - UP Gangsters Act,UP-West-Ring,"207, Near Shivpur PS, Varanasi, Uttar Pradesh",core_gang
UP-CRIM-0159,UP00159,Santosh Pandey,,1982-08-16,2022 - IPC 395 / BNS 310 (Dacoity); 2023 - UP Gangsters Act,UP-Central-Ring,"250, Near Sigra PS, Varanasi, Uttar Pradesh",core_gang
UP-CRIM-0160,UP00160,Deepak Gautam,,2000-02-21,2022 - IPC 420/467/468 (Cheating & Forgery); 2023 - UP Gangsters Act,UP-East-Ring,"60, Near Gomti Nagar PS, Lucknow, Uttar Pradesh",core_gang
UP-CRIM-0161,UP00161,Rajesh Nagar,,1976-10-09,2022 - IPC 386 / BNS 308 (Extortion); 2023 - UP Gangsters Act,UP-West-Ring,"19, Near Nauchandi PS, Meerut, Uttar Pradesh",core_gang
UP-CRIM-0162,UP00162,Deepak Pal,,1977-05-14,2022 - IPC 386 / BNS 308 (Extortion); 2023 - UP Gangsters Act,UP-Central-Ring,"188, Near Kotwali PS, Jhansi, Uttar Pradesh",core_gang
UP-CRIM-0163,UP00163,Rakesh Dubey,,1996-08-16,2022 - IPC 302 / BNS 103 (Murder); 2023 - UP Gangsters Act,UP-East-Ring,"126, Near Prem Nagar PS, Jhansi, Uttar Pradesh",core_gang
UP-CRIM-0164,UP00164,Akhilesh Yadav,Akhilesh Yadav @ Kabadi,1986-10-19,2022 - IPC 386 / BNS 308 (Extortion); 2023 - UP Gangsters Act,UP-West-Ring,"88, Near Phase 2 PS, Gautam Buddha Nagar (Noida), Uttar Pradesh",core_gang
UP-CRIM-0165,UP00165,Mukhtar Nagar,,1989-10-01,2022 - IPC 420/467/468 (Cheating & Forgery); 2023 - UP Gangsters Act,UP-Central-Ring,"92, Near Kotwali PS, Ayodhya, Uttar Pradesh",core_gang
UP-CRIM-0166,UP00166,Guddu Shukla,,1984-01-26,2022 - IPC 395 / BNS 310 (Dacoity); 2023 - UP Gangsters Act,UP-East-Ring,"172, Near Kotwali PS, Bareilly, Uttar Pradesh",core_gang
UP-CRIM-0167,UP00167,Sunil Kushwaha,Sunil Kushwaha @ Netaji,1998-03-19,2022 - IPC 302 / BNS 103 (Murder); 2023 - UP Gangsters Act,UP-West-Ring,"180, Near Chetganj PS, Varanasi, Uttar Pradesh",core_gang
UP-CRIM-0168,UP00168,Ravindra Srivastav,Ravindra Srivastav @ Raja,1982-12-05,2022 - IPC 395 / BNS 310 (Dacoity); 2023 - UP Gangsters Act,UP-Central-Ring,"10, Near Indirapuram PS, Ghaziabad, Uttar Pradesh",core_gang
UP-CRIM-0169,UP00169,Atiq Qureshi,Atiq Qureshi @ Pandit,1995-06-14,2022 - IPC 302 / BNS 103 (Murder); 2023 - UP Gangsters Act,UP-East-Ring,"15, Near Dashashwamedh PS, Varanasi, Uttar Pradesh",core_gang
UP-CRIM-0170,UP00170,Rakesh Srivastav,,1978-04-01,2022 - Arms Act Sec 25/27; 2023 - UP Gangsters Act,UP-West-Ring,"167, Near Baradari PS, Bareilly, Uttar Pradesh",core_gang
UP-CRIM-0171,UP00171,Babloo Qureshi,,1977-09-15,2022 - IPC 386 / BNS 308 (Extortion); 2023 - UP Gangsters Act,UP-Central-Ring,"221, Near Kalyanpur PS, Kanpur Nagar, Uttar Pradesh",core_gang
UP-CRIM-0172,UP00172,Sonu Chauhan,,1977-01-06,2022 - NDPS Act Sec 8/20/21; 2023 - UP Gangsters Act,UP-East-Ring,"42, Near Kareli PS, Prayagraj, Uttar Pradesh",core_gang
UP-CRIM-0173,UP00173,Sonu Dubey,,1984-07-05,2022 - IPC 386 / BNS 308 (Extortion); 2023 - UP Gangsters Act,UP-West-Ring,"177, Near Barra PS, Kanpur Nagar, Uttar Pradesh",core_gang
UP-CRIM-0174,UP00174,Ramesh Kushwaha,Ramesh Kushwaha @ Fauji,1980-08-02,2022 - IPC 302 / BNS 103 (Murder); 2023 - UP Gangsters Act,UP-Central-Ring,"198, Near Ayodhya Kotwali PS, Ayodhya, Uttar Pradesh",core_gang
UP-CRIM-0175,UP00175,Munna Rajput,,1986-10-21,2022 - IPC 307 / BNS 109 (Attempt to Murder); 2023 - UP Gangsters Act,UP-East-Ring,"115, Near Sector 20 PS, Gautam Buddha Nagar (Noida), Uttar Pradesh",core_gang
UP-CRIM-0176,UP00176,Amit Tiwari,Amit Tiwari @ Netaji,1989-04-21,2022 - IPC 420/467/468 (Cheating & Forgery); 2023 - UP Gangsters Act,UP-West-Ring,"140, Near Dhoomanganj PS, Prayagraj, Uttar Pradesh",core_gang
UP-CRIM-0177,UP00177,Imran Srivastav,,1996-04-05,2022 - IPC 307 / BNS 109 (Attempt to Murder); 2023 - UP Gangsters Act,UP-Central-Ring,"194, Near Sikandra PS, Agra, Uttar Pradesh",core_gang
UP-CRIM-0178,UP00178,Rizwan Siddiqui,,1985-03-28,2022 - Sec 2/3 UP Gangsters Act 1986; 2023 - UP Gangsters Act,UP-East-Ring,"225, Near Kavi Nagar PS, Ghaziabad, Uttar Pradesh",core_gang
UP-CRIM-0179,UP00179,Pramod Gurjar,Pramod Gurjar @ Vakil,1978-10-09,2022 - IPC 395 / BNS 310 (Dacoity); 2023 - UP Gangsters Act,UP-West-Ring,"143, Near Kavi Nagar PS, Ghaziabad, Uttar Pradesh",core_gang
UP-CRIM-0180,UP00180,Aslam Tyagi,,1998-12-21,2022 - NDPS Act Sec 8/20/21; 2023 - UP Gangsters Act,UP-Central-Ring,"11, Near Baradari PS, Bareilly, Uttar Pradesh",core_gang
UP-CRIM-0181,UP00181,Sanjay Yadav,,1998-03-14,2022 - Sec 2/3 UP Gangsters Act 1986; 2023 - UP Gangsters Act,UP-East-Ring,"92, Near Kotwali PS, Bareilly, Uttar Pradesh",core_gang
UP-CRIM-0182,UP00182,Bablu Pandey,,2001-05-23,2022 - NDPS Act Sec 8/20/21; 2023 - UP Gangsters Act,UP-West-Ring,"143, Near George Town PS, Prayagraj, Uttar Pradesh",core_gang
UP-CRIM-0183,UP00183,Vikram Tripathi,,1991-06-27,2022 - IPC 420/467/468 (Cheating & Forgery); 2023 - UP Gangsters Act,UP-Central-Ring,"165, Near Prem Nagar PS, Jhansi, Uttar Pradesh",core_gang
UP-CRIM-0184,UP00184,Imran Nishad,,2003-02-22,2022 - IPC 307 / BNS 109 (Attempt to Murder); 2023 - UP Gangsters Act,UP-East-Ring,"139, Near Naini PS, Prayagraj, Uttar Pradesh",core_gang
UP-CRIM-0185,UP00185,Akhilesh Pal,,1988-06-19,2022 - IPC 395 / BNS 310 (Dacoity); 2023 - UP Gangsters Act,UP-West-Ring,"186, Near Kotwali PS, Gorakhpur, Uttar Pradesh",core_gang
UP-CRIM-0186,UP00186,Sunil Rajput,,1998-03-19,2022 - Sec 2/3 UP Gangsters Act 1986; 2023 - UP Gangsters Act,UP-Central-Ring,"156, Near Alambagh PS, Lucknow, Uttar Pradesh",core_gang
UP-CRIM-0187,UP00187,Rakesh Mishra,Rakesh Mishra @ Babu,1986-12-18,2022 - NDPS Act Sec 8/20/21; 2023 - UP Gangsters Act,UP-East-Ring,"114, Near Subhash Nagar PS, Bareilly, Uttar Pradesh",core_gang
UP-CRIM-0188,UP00188,Pankaj Yadav,,2000-02-06,2022 - IPC 307 / BNS 109 (Attempt to Murder); 2023 - UP Gangsters Act,UP-West-Ring,"204, Near Sahibabad PS, Ghaziabad, Uttar Pradesh",core_gang
UP-CRIM-0189,UP00189,Anil Jaiswal,,2001-03-22,2022 - IPC 386 / BNS 308 (Extortion); 2023 - UP Gangsters Act,UP-Central-Ring,"63, Near Subhash Nagar PS, Bareilly, Uttar Pradesh",core_gang
UP-CRIM-0190,UP00190,Pappu Rawat,,2003-07-23,2022 - NDPS Act Sec 8/20/21; 2023 - UP Gangsters Act,UP-East-Ring,"168, Near Mahanagar PS, Lucknow, Uttar Pradesh",core_gang
UP-CRIM-0191,UP00191,Suresh Pal,Suresh Pal @ Shooter,1998-09-20,2022 - Arms Act Sec 25/27; 2023 - UP Gangsters Act,UP-West-Ring,"31, Near Shahpur PS, Gorakhpur, Uttar Pradesh",core_gang
UP-CRIM-0192,UP00192,Gufran Chauhan,,1975-11-10,2022 - IPC 420/467/468 (Cheating & Forgery); 2023 - UP Gangsters Act,UP-Central-Ring,"28, Near Dhoomanganj PS, Prayagraj, Uttar Pradesh",core_gang
UP-CRIM-0193,UP00193,Rizwan Pal,,1996-08-22,2022 - IPC 307 / BNS 109 (Attempt to Murder); 2023 - UP Gangsters Act,UP-East-Ring,"86, Near Sadar Bazar PS, Meerut, Uttar Pradesh",core_gang
UP-CRIM-0194,UP00194,Santosh Jaiswal,,2000-10-05,2022 - IPC 302 / BNS 103 (Murder); 2023 - UP Gangsters Act,UP-West-Ring,"165, Near Brahmpuri PS, Meerut, Uttar Pradesh",core_gang
UP-CRIM-0195,UP00195,Pramod Siddiqui,,2003-09-03,2022 - Arms Act Sec 25/27; 2023 - UP Gangsters Act,UP-Central-Ring,"153, Near Kotwali PS, Ghaziabad, Uttar Pradesh",core_gang
UP-CRIM-0196,UP00196,Gufran Jaiswal,,1993-04-06,2022 - Arms Act Sec 25/27; 2023 - UP Gangsters Act,UP-East-Ring,"197, Near Shahganj PS, Agra, Uttar Pradesh",core_gang
UP-CRIM-0197,UP00197,Rajesh Nagar,,1995-12-08,2022 - IPC 395 / BNS 310 (Dacoity); 2023 - UP Gangsters Act,UP-West-Ring,"92, Near Sihani Gate PS, Ghaziabad, Uttar Pradesh",core_gang
UP-CRIM-0198,UP00198,Tariq Bind,,1994-05-02,2022 - IPC 307 / BNS 109 (Attempt to Murder); 2023 - UP Gangsters Act,UP-Central-Ring,"116, Near Knowledge Park PS, Gautam Buddha Nagar (Noida), Uttar Pradesh",core_gang
UP-CRIM-0199,UP00199,Rizwan Yadav,Rizwan Yadav @ Pandit,2001-03-23,2022 - IPC 395 / BNS 310 (Dacoity); 2023 - UP Gangsters Act,UP-East-Ring,"111, Near Kavi Nagar PS, Ghaziabad, Uttar Pradesh",core_gang
UP-CRIM-0200,UP00200,Sonu Khan,Sonu Khan @ Chacha,1986-09-12,2022 - Sec 2/3 UP Gangsters Act 1986; 2023 - UP Gangsters Act,UP-West-Ring,"54, Near Sihani Gate PS, Ghaziabad, Uttar Pradesh",core_gang
UP-CRIM-0201,UP00201,Chhotu Maurya,,1995-03-21,2022 - IPC 307 / BNS 109 (Attempt to Murder); 2023 - UP Gangsters Act,UP-Central-Ring,"117, Near Cantt PS, Varanasi, Uttar Pradesh",core_gang
UP-CRIM-0202,UP00202,Pramod Tiwari,,2002-08-26,2022 - IPC 395 / BNS 310 (Dacoity); 2023 - UP Gangsters Act,UP-East-Ring,"51, Near Civil Lines PS, Prayagraj, Uttar Pradesh",core_gang
UP-CRIM-0203,UP00203,Tariq Siddiqui,,1989-06-05,2022 - Arms Act Sec 25/27; 2023 - UP Gangsters Act,UP-West-Ring,"212, Near Cantt PS, Ayodhya, Uttar Pradesh",core_gang
UP-CRIM-0204,UP00204,Atiq Tomar,,2002-10-27,2022 - IPC 395 / BNS 310 (Dacoity); 2023 - UP Gangsters Act,UP-Central-Ring,"41, Near Gorakhnath PS, Gorakhpur, Uttar Pradesh",core_gang
UP-CRIM-0205,UP00205,Anil Dubey,Anil Dubey @ Babu,2001-06-08,2022 - NDPS Act Sec 8/20/21; 2023 - UP Gangsters Act,UP-East-Ring,"28, Near Tajganj PS, Agra, Uttar Pradesh",core_gang
UP-CRIM-0206,UP00206,Pramod Yadav,,1985-11-12,2022 - IPC 302 / BNS 103 (Murder); 2023 - UP Gangsters Act,UP-West-Ring,"45, Near Tajganj PS, Agra, Uttar Pradesh",core_gang
UP-CRIM-0207,UP00207,Dhananjay Pandey,,2002-08-09,2022 - Sec 2/3 UP Gangsters Act 1986; 2023 - UP Gangsters Act,UP-Central-Ring,"228, Near Brahmpuri PS, Meerut, Uttar Pradesh",core_gang
UP-CRIM-0208,UP00208,Akhilesh Mishra,Akhilesh Mishra @ Don,1991-01-22,2022 - IPC 302 / BNS 103 (Murder); 2023 - UP Gangsters Act,UP-East-Ring,"171, Near Baradari PS, Bareilly, Uttar Pradesh",core_gang
UP-CRIM-0209,UP00209,Satish Pal,,1975-02-18,2022 - Arms Act Sec 25/27; 2023 - UP Gangsters Act,UP-West-Ring,"148, Near Knowledge Park PS, Gautam Buddha Nagar (Noida), Uttar Pradesh",core_gang
UP-CRIM-0210,UP00210,Rizwan Nishad,,1987-01-11,2022 - NDPS Act Sec 8/20/21; 2023 - UP Gangsters Act,UP-Central-Ring,"140, Near Phase 2 PS, Gautam Buddha Nagar (Noida), Uttar Pradesh",core_gang
UP-CRIM-0211,UP00211,Satish Shukla,,1981-01-05,2022 - IPC 386 / BNS 308 (Extortion); 2023 - UP Gangsters Act,UP-East-Ring,"109, Near Sadar Bazar PS, Meerut, Uttar Pradesh",core_gang
UP-CRIM-0212,UP00212,Akhilesh Nagar,Akhilesh Nagar @ Kabadi,2002-01-07,2022 - IPC 302 / BNS 103 (Murder); 2023 - UP Gangsters Act,UP-West-Ring,"127, Near Sector 39 PS, Gautam Buddha Nagar (Noida), Uttar Pradesh",core_gang
UP-CRIM-0213,UP00213,Neeraj Maurya,,1975-02-27,2022 - IPC 386 / BNS 308 (Extortion); 2023 - UP Gangsters Act,UP-Central-Ring,"244, Near Sipri Bazar PS, Jhansi, Uttar Pradesh",core_gang
UP-CRIM-0214,UP00214,Imran Yadav,,1987-08-13,2022 - IPC 302 / BNS 103 (Murder); 2023 - UP Gangsters Act,UP-East-Ring,"69, Near Sipri Bazar PS, Jhansi, Uttar Pradesh",core_gang
UP-CRIM-0215,UP00215,Guddu Khan,,2002-03-02,2022 - IPC 420/467/468 (Cheating & Forgery); 2023 - UP Gangsters Act,UP-West-Ring,"34, Near Surajpur PS, Gautam Buddha Nagar (Noida), Uttar Pradesh",core_gang
UP-CRIM-0216,UP00216,Gufran Chauhan,,1975-05-26,2022 - IPC 420/467/468 (Cheating & Forgery); 2023 - UP Gangsters Act,UP-Central-Ring,"69, Near Knowledge Park PS, Gautam Buddha Nagar (Noida), Uttar Pradesh",core_gang
UP-CRIM-0217,UP00217,Abhay Bind,,1979-10-14,2022 - Arms Act Sec 25/27; 2023 - UP Gangsters Act,UP-East-Ring,"68, Near Sigra PS, Varanasi, Uttar Pradesh",core_gang
UP-CRIM-0218,UP00218,Dharmendra Gupta,,1989-01-03,2022 - IPC 307 / BNS 109 (Attempt to Murder); 2023 - UP Gangsters Act,UP-West-Ring,"210, Near Kotwali PS, Bareilly, Uttar Pradesh",core_gang
UP-CRIM-0219,UP00219,Abhay Shukla,Abhay Shukla @ Raja,1989-02-11,2022 - IPC 302 / BNS 103 (Murder); 2023 - UP Gangsters Act,UP-Central-Ring,"120, Near Rakabganj PS, Agra, Uttar Pradesh",core_gang
UP-CRIM-0220,UP00220,Vikram Shukla,,1996-11-23,2022 - IPC 386 / BNS 308 (Extortion); 2023 - UP Gangsters Act,UP-East-Ring,"143, Near Civil Lines PS, Prayagraj, Uttar Pradesh",core_gang
UP-CRIM-0221,UP00221,Deepak Kushwaha,,1996-08-13,2022 - IPC 302 / BNS 103 (Murder); 2023 - UP Gangsters Act,UP-West-Ring,"245, Near Sadar Bazar PS, Meerut, Uttar Pradesh",core_gang
UP-CRIM-0222,UP00222,Babloo Siddiqui,,1975-06-18,2022 - Sec 2/3 UP Gangsters Act 1986; 2023 - UP Gangsters Act,UP-Central-Ring,"32, Near Izzatnagar PS, Bareilly, Uttar Pradesh",core_gang
UP-CRIM-0223,UP00223,Rakesh Bind,,1982-11-27,2022 - IPC 386 / BNS 308 (Extortion); 2023 - UP Gangsters Act,UP-East-Ring,"220, Near Ramgarh Tal PS, Gorakhpur, Uttar Pradesh",core_gang
UP-CRIM-0224,UP00224,Neeraj Pandey,,1984-07-11,2022 - IPC 386 / BNS 308 (Extortion); 2023 - UP Gangsters Act,UP-West-Ring,"55, Near Dashashwamedh PS, Varanasi, Uttar Pradesh",core_gang
UP-CRIM-0225,UP00225,Abhay Tripathi,,1979-08-21,2022 - Arms Act Sec 25/27; 2023 - UP Gangsters Act,UP-Central-Ring,"61, Near Dashashwamedh PS, Varanasi, Uttar Pradesh",core_gang
UP-CRIM-0226,UP00226,Ramesh Rawat,,1976-03-14,2022 - IPC 307 / BNS 109 (Attempt to Murder); 2023 - UP Gangsters Act,UP-East-Ring,"48, Near Partapur PS, Meerut, Uttar Pradesh",core_gang
UP-CRIM-0227,UP00227,Santosh Gupta,,1975-10-20,2022 - IPC 302 / BNS 103 (Murder); 2023 - UP Gangsters Act,UP-West-Ring,"43, Near Chakeri PS, Kanpur Nagar, Uttar Pradesh",core_gang
UP-CRIM-0228,UP00228,Manoj Verma,,1979-01-19,2022 - IPC 302 / BNS 103 (Murder); 2023 - UP Gangsters Act,UP-Central-Ring,"113, Near Sector 39 PS, Gautam Buddha Nagar (Noida), Uttar Pradesh",core_gang
UP-CRIM-0229,UP00229,Satish Verma,Satish Verma @ Pandit,1997-03-03,2022 - IPC 307 / BNS 109 (Attempt to Murder); 2023 - UP Gangsters Act,UP-East-Ring,"150, Near Kotwali PS, Kanpur Nagar, Uttar Pradesh",core_gang
UP-CRIM-0230,UP00230,Tariq Qureshi,,2003-03-09,2022 - IPC 302 / BNS 103 (Murder); 2023 - UP Gangsters Act,UP-West-Ring,"175, Near Prem Nagar PS, Jhansi, Uttar Pradesh",core_gang
UP-CRIM-0231,UP00231,Vikram Chauhan,,1992-07-19,2022 - Arms Act Sec 25/27; 2023 - UP Gangsters Act,UP-Central-Ring,"88, Near Prem Nagar PS, Bareilly, Uttar Pradesh",core_gang
