fir_id,date,day,station,location,ipc_sections,narrative,ground_truth_flag
UP-FIR-0526,2024-07-11,193,Civil Lines PS,"Civil Lines PS, Prayagraj",NDPS Act Sec 8/20/21,"Case Crime No. 0526/2024 registered at Civil Lines PS, Prayagraj. Charges under NDPS Act Sec 8/20/21. Sub-Inspector report states that accused Sunil Nishad were identified operating in jurisdiction of Prayagraj. Interception of commercial consignment of contraband narcotics transported across state border. Primary accused tracked using mobile 9415001761 operating vehicle registration UP-53-AB-0042.",local_crime
UP-FIR-0527,2024-04-22,113,Indirapuram PS,"Indirapuram PS, Ghaziabad",NDPS Act Sec 8/20/21,"Case Crime No. 0527/2024 registered at Indirapuram PS, Ghaziabad. Charges under NDPS Act Sec 8/20/21. Sub-Inspector report states that accused Deepak Jaiswal were identified operating in jurisdiction of Ghaziabad. Interception of commercial consignment of contraband narcotics transported across state border. Primary accused tracked using mobile 9415000980",local_crime
UP-FIR-0528,2024-08-01,214,Tiwaripur PS,"Tiwaripur PS, Gorakhpur",Sec 2/3 UP Gangsters Act 1986,"Case Crime No. 0528/2024 registered at Tiwaripur PS, Gorakhpur. Charges under Sec 2/3 UP Gangsters Act 1986. Sub-Inspector report states that accused Dharmendra Tomar, Virendra Srivastav were identified operating in jurisdiction of Gorakhpur. Organized crime syndicate running extortion, tender rigging, and contract killings. Primary accused tracked using mobile 9125001578 operating vehicle registration UP-70-RS-6930.",local_crime
UP-FIR-0529,2024-07-11,193,Phase 2 PS,"Phase 2 PS, Gautam Buddha Nagar (Noida)",IPC 307 / BNS 109 (Attempt to Murder),"Case Crime No. 0529/2024 registered at Phase 2 PS, Gautam Buddha Nagar (Noida). Charges under IPC 307 / BNS 109 (Attempt to Murder). Sub-Inspector report states that accused Rakesh Gurjar, Bablu Shukla, Munna Mishra were identified operating in jurisdiction of Gautam Buddha Nagar (Noida). Firing upon police patrol unit during vehicle interdiction checking. Primary accused tracked using mobile 9719001332",local_crime
UP-FIR-0530,2024-02-28,59,Ayodhya Kotwali PS,"Ayodhya Kotwali PS, Ayodhya",IPC 307 / BNS 109 (Attempt to Murder),"Case Crime No. 0530/2024 registered at Ayodhya Kotwali PS, Ayodhya. Charges under IPC 307 / BNS 109 (Attempt to Murder). Sub-Inspector report states that accused Pramod Srivastav, Brijesh Tripathi were identified operating in jurisdiction of Ayodhya. Firing upon police patrol unit during vehicle interdiction checking. Primary accused tracked using mobile 8840001229 operating vehicle registration UP-65-TZ-0997.",local_crime
UP-FIR-0531,2024-04-24,115,Cantt PS,"Cantt PS, Varanasi",IPC 395 / BNS 310 (Dacoity),"Case Crime No. 0531/2024 registered at Cantt PS, Varanasi. Charges under IPC 395 / BNS 310 (Dacoity). Sub-Inspector report states that accused Dharmendra Singh were identified operating in jurisdiction of Varanasi. Armed highway robbery of cash transit vehicle on expressway. Primary accused tracked using mobile 9927000384",local_crime
UP-FIR-0532,2024-06-02,154,Sahibabad PS,"Sahibabad PS, Ghaziabad",NDPS Act Sec 8/20/21,"Case Crime No. 0532/2024 registered at Sahibabad PS, Ghaziabad. Charges under NDPS Act Sec 8/20/21. Sub-Inspector report states that accused Atiq Tripathi were identified operating in jurisdiction of Ghaziabad. Interception of commercial consignment of contraband narcotics transported across state border. Primary accused tracked using mobile 9450001896",local_crime
UP-FIR-0533,2024-05-10,131,Dhoomanganj PS,"Dhoomanganj PS, Prayagraj",NDPS Act Sec 8/20/21,"Case Crime No. 0533/2024 registered at Dhoomanganj PS, Prayagraj. Charges under NDPS Act Sec 8/20/21. Sub-Inspector report states that accused Satish Jaiswal, Sunil Gautam, Amit Kushwaha were identified operating in jurisdiction of Prayagraj. Interception of commercial consignment of contraband narcotics transported across state border. Primary accused tracked using mobile 9415000034",syndicate
UP-FIR-0534,2024-08-24,237,Tiwaripur PS,"Tiwaripur PS, Gorakhpur",IPC 386 / BNS 308 (Extortion),"Case Crime No. 0534/2024 registered at Tiwaripur PS, Gorakhpur. Charges under IPC 386 / BNS 308 (Extortion). Sub-Inspector report states that accused Dhananjay Kushwaha, Amit Nagar were identified operating in jurisdiction of Gorakhpur. Extortion demand of 50 Lakhs delivered via WhatsApp call to local infrastructure contractor. Primary accused tracked using mobile 9839000529",local_crime
UP-FIR-0535,2024-01-23,23,Dhoomanganj PS,"Dhoomanganj PS, Prayagraj",IPC 395 / BNS 310 (Dacoity),"Case Crime No. 0535/2024 registered at Dhoomanganj PS, Prayagraj. Charges under IPC 395 / BNS 310 (Dacoity). Sub-Inspector report states that accused Dhananjay Nagar were identified operating in jurisdiction of Prayagraj. Armed highway robbery of cash transit vehicle on expressway. Primary accused tracked using mobile 9719001968",local_crime
UP-FIR-0536,2024-04-04,95,Etmadpur PS,"Etmadpur PS, Agra",Sec 2/3 UP Gangsters Act 1986,"Case Crime No. 0536/2024 registered at Etmadpur PS, Agra. Charges under Sec 2/3 UP Gangsters Act 1986. Sub-Inspector report states that accused Babloo Ansari, Deepak Bind were identified operating in jurisdiction of Agra. Organized crime syndicate running extortion, tender rigging, and contract killings. Primary accused tracked using mobile 7007000245 operating vehicle registration UP-65-AB-4267.",local_crime
UP-FIR-0537,2024-01-31,31,Shahganj PS,"Shahganj PS, Agra",NDPS Act Sec 8/20/21,"Case Crime No. 0537/2024 registered at Shahganj PS, Agra. Charges under NDPS Act Sec 8/20/21. Sub-Inspector report states that accused Dhananjay Nagar were identified operating in jurisdiction of Agra. Interception of commercial consignment of contraband narcotics transported across state border. Primary accused tracked using mobile 7500000397",local_crime
UP-FIR-0538,2024-05-19,140,Surajpur PS,"Surajpur PS, Gautam Buddha Nagar (Noida)",Arms Act Sec 25/27,"Case Crime No. 0538/2024 registered at Surajpur PS, Gautam Buddha Nagar (Noida). Charges under Arms Act Sec 25/27. Sub-Inspector report states that accused Dharmendra Shukla, Gufran Ansari were identified operating in jurisdiction of Gautam Buddha Nagar (Noida). Recovery of illegal 0.32 bore pistols and country-made firearms without valid license. Primary accused tracked using mobile 9837001663",local_crime
UP-FIR-0539,2024-03-14,74,Chakeri PS,"Chakeri PS, Kanpur Nagar",IPC 386 / BNS 308 (Extortion),"Case Crime No. 0539/2024 registered at Chakeri PS, Kanpur Nagar. Charges under IPC 386 / BNS 308 (Extortion). Sub-Inspector report states that accused Abhay Tyagi were identified operating in jurisdiction of Kanpur Nagar. Extortion demand of 50 Lakhs delivered via WhatsApp call to local infrastructure contractor. Primary accused tracked using mobile 9927000305",local_crime
UP-FIR-0540,2024-08-12,225,Civil Lines PS,"Civil Lines PS, Meerut",IPC 395 / BNS 310 (Dacoity),"Case Crime No. 0540/2024 registered at Civil Lines PS, Meerut. Charges under IPC 395 / BNS 310 (Dacoity). Sub-Inspector report states that accused Aslam Dubey, Aslam Tiwari were identified operating in jurisdiction of Meerut. Armed highway robbery of cash transit vehicle on expressway. Primary accused tracked using mobile 8006000547",local_crime
UP-FIR-0541,2024-08-27,240,Prem Nagar PS,"Prem Nagar PS, Jhansi",IPC 420/467/468 (Cheating & Forgery),"Case Crime No. 0541/2024 registered at Prem Nagar PS, Jhansi. Charges under IPC 420/467/468 (Cheating & Forgery). Sub-Inspector report states that accused Atiq Srivastav, Ramesh Pal, Pappu Gurjar were identified operating in jurisdiction of Jhansi. Fraudulent land registry using forged power of attorney and impersonation. Primary accused tracked using mobile 9125000824",local_crime
UP-FIR-0542,2024-07-10,192,Kotwali PS,"Kotwali PS, Gorakhpur",IPC 386 / BNS 308 (Extortion),"Case Crime No. 0542/2024 registered at Kotwali PS, Gorakhpur. Charges under IPC 386 / BNS 308 (Extortion). Sub-Inspector report states that accused Suresh Rawat, Akhilesh Shukla, Gufran Verma were identified operating in jurisdiction of Gorakhpur. Extortion demand of 50 Lakhs delivered via WhatsApp call to local infrastructure contractor. Primary accused tracked using mobile 9839000618 operating vehicle registration UP-53-RS-0609.",local_crime
UP-FIR-0543,2024-03-15,75,Kotwali PS,"Kotwali PS, Ghaziabad",Arms Act Sec 25/27,"Case Crime No. 0543/2024 registered at Kotwali PS, Ghaziabad. Charges under Arms Act Sec 25/27. Sub-Inspector report states that accused Satish Yadav were identified operating in jurisdiction of Ghaziabad. Recovery of illegal 0.32 bore pistols and country-made firearms without valid license. Primary accused tracked using mobile 7500001160 operating vehicle registration UP-80-GH-9823.",local_crime
UP-FIR-0544,2024-06-07,159,Sikandra PS,"Sikandra PS, Agra",Arms Act Sec 25/27,"Case Crime No. 0544/2024 registered at Sikandra PS, Agra. Charges under Arms Act Sec 25/27. Sub-Inspector report states that accused Ravindra Mishra were identified operating in jurisdiction of Agra. Recovery of illegal 0.32 bore pistols and country-made firearms without valid license. Primary accused tracked using mobile 9415001823",local_crime
UP-FIR-0545,2024-03-08,68,Sadar Bazar PS,"Sadar Bazar PS, Meerut",NDPS Act Sec 8/20/21,"Case Crime No. 0545/2024 registered at Sadar Bazar PS, Meerut. Charges under NDPS Act Sec 8/20/21. Sub-Inspector report states that accused Mukhtar Bind were identified operating in jurisdiction of Meerut. Interception of commercial consignment of contraband narcotics transported across state border. Primary accused tracked using mobile 9927001253",local_crime
UP-FIR-0546,2024-08-25,238,Kotwali PS,"Kotwali PS, Jhansi",IPC 386 / BNS 308 (Extortion),"Case Crime No. 0546/2024 registered at Kotwali PS, Jhansi. Charges under IPC 386 / BNS 308 (Extortion). Sub-Inspector report states that accused Neeraj Pal were identified operating in jurisdiction of Jhansi. Extortion demand of 50 Lakhs delivered via WhatsApp call to local infrastructure contractor. Primary accused tracked using mobile 9415000812",local_crime
UP-FIR-0547,2024-01-17,17,Civil Lines PS,"Civil Lines PS, Prayagraj",Sec 2/3 UP Gangsters Act 1986,"Case Crime No. 0547/2024 registered at Civil Lines PS, Prayagraj. Charges under Sec 2/3 UP Gangsters Act 1986. Sub-Inspector report states that accused Dharmendra Khan, Pankaj Chaudhary were identified operating in jurisdiction of Prayagraj. Organized crime syndicate running extortion, tender rigging, and contract killings. Primary accused tracked using mobile 9415001406 operating vehicle registration UP-70-RS-4006.",local_crime
UP-FIR-0548,2024-01-15,15,Raunahi PS,"Raunahi PS, Ayodhya",Sec 2/3 UP Gangsters Act 1986,"Case Crime No. 0548/2024 registered at Raunahi PS, Ayodhya. Charges under Sec 2/3 UP Gangsters Act 1986. Sub-Inspector report states that accused Imran Bind, Pramod Yadav, Akhilesh Mishra were identified operating in jurisdiction of Ayodhya. Organized crime syndicate running extortion, tender rigging, and contract killings. Primary accused tracked using mobile 9415000296 operating vehicle registration UP-53-AB-5134.",local_crime
UP-FIR-0549,2024-02-06,37,George Town PS,"George Town PS, Prayagraj",IPC 395 / BNS 310 (Dacoity),"Case Crime No. 0549/2024 registered at George Town PS, Prayagraj. Charges under IPC 395 / BNS 310 (Dacoity). Sub-Inspector report states that accused Deepak Khan, Manoj Khan, Babloo Tiwari were identified operating in jurisdiction of Prayagraj. Armed highway robbery of cash transit vehicle on expressway. Primary accused tracked using mobile 9927000913 operating vehicle registration UP-80-CD-5624.",local_crime
UP-FIR-0550,2024-04-13,104,Kotwali PS,"Kotwali PS, Jhansi",IPC 420/467/468 (Cheating & Forgery),"Case Crime No. 0550/2024 registered at Kotwali PS, Jhansi. Charges under IPC 420/467/468 (Cheating & Forgery). Sub-Inspector report states that accused Anil Bind were identified operating in jurisdiction of Jhansi. Fraudulent land registry using forged power of attorney and impersonation. Primary accused tracked using mobile 9125000802 operating vehicle registration UP-78-TZ-3737.",local_crime
UP-FIR-0551,2024-05-28,149,Kotwali PS,"Kotwali PS, Ayodhya",IPC 420/467/468 (Cheating & Forgery),"Case Crime No. 0551/2024 registered at Kotwali PS, Ayodhya. Charges under IPC 420/467/468 (Cheating & Forgery). Sub-Inspector report states that accused Rizwan Siddiqui were identified operating in jurisdiction of Ayodhya. Fraudulent land registry using forged power of attorney and impersonation. Primary accused tracked using mobile 8006000178",local_crime
UP-FIR-0552,2024-04-16,107,Sadar Bazar PS,"Sadar Bazar PS, Meerut",IPC 386 / BNS 308 (Extortion),"Case Crime No. 0552/2024 registered at Sadar Bazar PS, Meerut. Charges under IPC 386 / BNS 308 (Extortion). Sub-Inspector report states that accused Abhay Nagar were identified operating in jurisdiction of Meerut. Extortion demand of 50 Lakhs delivered via WhatsApp call to local infrastructure contractor. Primary accused tracked using mobile 9837000400 operating vehicle registration UP-14-JK-6902.",local_crime
UP-FIR-0553,2024-03-30,90,Civil Lines PS,"Civil Lines PS, Meerut",Arms Act Sec 25/27,"Case Crime No. 0553/2024 registered at Civil Lines PS, Meerut. Charges under Arms Act Sec 25/27. Sub-Inspector report states that accused Guddu Srivastav were identified operating in jurisdiction of Meerut. Recovery of illegal 0.32 bore pistols and country-made firearms without valid license. Primary accused tracked using mobile 9415000241",local_crime
UP-FIR-0554,2024-06-21,173,Naini PS,"Naini PS, Prayagraj",IPC 395 / BNS 310 (Dacoity),"Case Crime No. 0554/2024 registered at Naini PS, Prayagraj. Charges under IPC 395 / BNS 310 (Dacoity). Sub-Inspector report states that accused Rizwan Kushwaha were identified operating in jurisdiction of Prayagraj. Armed highway robbery of cash transit vehicle on expressway. Primary accused tracked using mobile 9415000725 operating vehicle registration UP-42-NP-2428.",local_crime
UP-FIR-0555,2024-06-24,176,Sihani Gate PS,"Sihani Gate PS, Ghaziabad",IPC 420/467/468 (Cheating & Forgery),"Case Crime No. 0555/2024 registered at Sihani Gate PS, Ghaziabad. Charges under IPC 420/467/468 (Cheating & Forgery). Sub-Inspector report states that accused Santosh Chaudhary, Tariq Khan, Aslam Jaiswal were identified operating in jurisdiction of Ghaziabad. Fraudulent land registry using forged power of attorney and impersonation. Primary accused tracked using mobile 9837001168",local_crime
UP-FIR-0556,2024-01-25,25,Civil Lines PS,"Civil Lines PS, Prayagraj",IPC 395 / BNS 310 (Dacoity),"Case Crime No. 0556/2024 registered at Civil Lines PS, Prayagraj. Charges under IPC 395 / BNS 310 (Dacoity). Sub-Inspector report states that accused Rizwan Siddiqui, Satish Rajput, Babloo Singh were identified operating in jurisdiction of Prayagraj. Armed highway robbery of cash transit vehicle on expressway. Primary accused tracked using mobile 9415000862",local_crime
UP-FIR-0557,2024-01-15,15,Katra PS,"Katra PS, Prayagraj",Arms Act Sec 25/27,"Case Crime No. 0557/2024 registered at Katra PS, Prayagraj. Charges under Arms Act Sec 25/27. Sub-Inspector report states that accused Sonu Jaiswal were identified operating in jurisdiction of Prayagraj. Recovery of illegal 0.32 bore pistols and country-made firearms without valid license. Primary accused tracked using mobile 8840000455",local_crime
UP-FIR-0558,2024-04-11,102,Ayodhya Kotwali PS,"Ayodhya Kotwali PS, Ayodhya",IPC 395 / BNS 310 (Dacoity),"Case Crime No. 0558/2024 registered at Ayodhya Kotwali PS, Ayodhya. Charges under IPC 395 / BNS 310 (Dacoity). Sub-Inspector report states that accused Satish Tomar, Virendra Pandey, Dhananjay Chauhan were identified operating in jurisdiction of Ayodhya. Armed highway robbery of cash transit vehicle on expressway. Primary accused tracked using mobile 9415001696 operating vehicle registration UP-93-GH-8936.",local_crime
UP-FIR-0559,2024-02-10,41,Raunahi PS,"Raunahi PS, Ayodhya",IPC 386 / BNS 308 (Extortion),"Case Crime No. 0559/2024 registered at Raunahi PS, Ayodhya. Charges under IPC 386 / BNS 308 (Extortion). Sub-Inspector report states that accused Tariq Bind, Munna Tiwari, Tariq Srivastav were identified operating in jurisdiction of Ayodhya. Extortion demand of 50 Lakhs delivered via WhatsApp call to local infrastructure contractor. Primary accused tracked using mobile 9415001912",local_crime
UP-FIR-0560,2024-08-17,230,Kotwali PS,"Kotwali PS, Jhansi",Arms Act Sec 25/27,"Case Crime No. 0560/2024 registered at Kotwali PS, Jhansi. Charges under Arms Act Sec 25/27. Sub-Inspector report states that accused Mahesh Srivastav, Mukhtar Kushwaha, Vikram Gurjar were identified operating in jurisdiction of Jhansi. Recovery of illegal 0.32 bore pistols and country-made firearms without valid license. Primary accused tracked using mobile 9839000586",local_crime
UP-FIR-0561,2024-02-22,53,Bhelupur PS,"Bhelupur PS, Varanasi",IPC 307 / BNS 109 (Attempt to Murder),"Case Crime No. 0561/2024 registered at Bhelupur PS, Varanasi. Charges under IPC 307 / BNS 109 (Attempt to Murder). Sub-Inspector report states that accused Sunil Khan, Deepak Gautam were identified operating in jurisdiction of Varanasi. Firing upon police patrol unit during vehicle interdiction checking. Primary accused tracked using mobile 7007001916 operating vehicle registration UP-93-LM-2677.",local_crime
UP-FIR-0562,2024-05-10,131,Sipri Bazar PS,"Sipri Bazar PS, Jhansi",IPC 307 / BNS 109 (Attempt to Murder),"Case Crime No. 0562/2024 registered at Sipri Bazar PS, Jhansi. Charges under IPC 307 / BNS 109 (Attempt to Murder). Sub-Inspector report states that accused Suresh Khan, Babloo Singh, Munna Shukla were identified operating in jurisdiction of Jhansi. Firing upon police patrol unit during vehicle interdiction checking. Primary accused tracked using mobile 8006000753",local_crime
UP-FIR-0563,2024-05-23,144,Nawabad PS,"Nawabad PS, Jhansi",IPC 395 / BNS 310 (Dacoity),"Case Crime No. 0563/2024 registered at Nawabad PS, Jhansi. Charges under IPC 395 / BNS 310 (Dacoity). Sub-Inspector report states that accused Deepak Yadav were identified operating in jurisdiction of Jhansi. Armed highway robbery of cash transit vehicle on expressway. Primary accused tracked using mobile 7500000892 operating vehicle registration UP-25-CD-5267.",local_crime
UP-FIR-0564,2024-04-15,106,Indirapuram PS,"Indirapuram PS, Ghaziabad",IPC 386 / BNS 308 (Extortion),"Case Crime No. 0564/2024 registered at Indirapuram PS, Ghaziabad. Charges under IPC 386 / BNS 308 (Extortion). Sub-Inspector report states that accused Imran Rawat, Babloo Ansari were identified operating in jurisdiction of Ghaziabad. Extortion demand of 50 Lakhs delivered via WhatsApp call to local infrastructure contractor. Primary accused tracked using mobile 8006000306",local_crime
UP-FIR-0565,2024-04-16,107,Hari Parbat PS,"Hari Parbat PS, Agra",NDPS Act Sec 8/20/21,"Case Crime No. 0565/2024 registered at Hari Parbat PS, Agra. Charges under NDPS Act Sec 8/20/21. Sub-Inspector report states that accused Imran Nagar, Babloo Pandey, Ravindra Tripathi were identified operating in jurisdiction of Agra. Interception of commercial consignment of contraband narcotics transported across state border. Primary accused tracked using mobile 7007000452 operating vehicle registration UP-93-EF-7786.",local_crime
UP-FIR-0566,2024-05-25,146,Chinhat PS,"Chinhat PS, Lucknow",IPC 307 / BNS 109 (Attempt to Murder),"Case Crime No. 0566/2024 registered at Chinhat PS, Lucknow. Charges under IPC 307 / BNS 109 (Attempt to Murder). Sub-Inspector report states that accused Pankaj Qureshi were identified operating in jurisdiction of Lucknow. Firing upon police patrol unit during vehicle interdiction checking. Primary accused tracked using mobile 9719001706 operating vehicle registration UP-15-LM-9106.",local_crime
UP-FIR-0567,2024-01-28,28,Rakabganj PS,"Rakabganj PS, Agra",Sec 2/3 UP Gangsters Act 1986,"Case Crime No. 0567/2024 registered at Rakabganj PS, Agra. Charges under Sec 2/3 UP Gangsters Act 1986. Sub-Inspector report states that accused Alok Gurjar, Babloo Pandey, Neeraj Shukla were identified operating in jurisdiction of Agra. Organized crime syndicate running extortion, tender rigging, and contract killings. Primary accused tracked using mobile 9450000594",local_crime
UP-FIR-0568,2024-04-26,117,Etmadpur PS,"Etmadpur PS, Agra",IPC 307 / BNS 109 (Attempt to Murder),"Case Crime No. 0568/2024 registered at Etmadpur PS, Agra. Charges under IPC 307 / BNS 109 (Attempt to Murder). Sub-Inspector report states that accused Munna Khan were identified operating in jurisdiction of Agra. Firing upon police patrol unit during vehicle interdiction checking. Primary accused tracked using mobile 8840001145",local_crime
UP-FIR-0569,2024-01-11,11,Govind Nagar PS,"Govind Nagar PS, Kanpur Nagar",Arms Act Sec 25/27,"Case Crime No. 0569/2024 registered at Govind Nagar PS, Kanpur Nagar. Charges under Arms Act Sec 25/27. Sub-Inspector report states that accused Tariq Tyagi, Mahesh Rajput were identified operating in jurisdiction of Kanpur Nagar. Recovery of illegal 0.32 bore pistols and country-made firearms without valid license. Primary accused tracked using mobile 7007001752",local_crime
UP-FIR-0570,2024-03-18,78,Bhelupur PS,"Bhelupur PS, Varanasi",Arms Act Sec 25/27,"Case Crime No. 0570/2024 registered at Bhelupur PS, Varanasi. Charges under Arms Act Sec 25/27. Sub-Inspector report states that accused Pankaj Rajput, Imran Gurjar were identified operating in jurisdiction of Varanasi. Recovery of illegal 0.32 bore pistols and country-made firearms without valid license. Primary accused tracked using mobile 9415000869",local_crime
UP-FIR-0571,2024-02-12,43,Etmadpur PS,"Etmadpur PS, Agra",NDPS Act Sec 8/20/21,"Case Crime No. 0571/2024 registered at Etmadpur PS, Agra. Charges under NDPS Act Sec 8/20/21. Sub-Inspector report states that accused Manoj Pandey, Atiq Tiwari, Dharmendra Khan were identified operating in jurisdiction of Agra. Interception of commercial consignment of contraband narcotics transported across state border. Primary accused tracked using mobile 9450001925 operating vehicle registration UP-70-AB-2830.",local_crime
UP-FIR-0572,2024-06-20,172,Nauchandi PS,"Nauchandi PS, Meerut",NDPS Act Sec 8/20/21,"Case Crime No. 0572/2024 registered at Nauchandi PS, Meerut. Charges under NDPS Act Sec 8/20/21. Sub-Inspector report states that accused Deepak Siddiqui, Aslam Tripathi, Pappu Pal were identified operating in jurisdiction of Meerut. Interception of commercial consignment of contraband narcotics transported across state border. Primary accused tracked using mobile 9125000870",local_crime
UP-FIR-0573,2024-02-15,46,Sector 20 PS,"Sector 20 PS, Gautam Buddha Nagar (Noida)",IPC 386 / BNS 308 (Extortion),"Case Crime No. 0573/2024 registered at Sector 20 PS, Gautam Buddha Nagar (Noida). Charges under IPC 386 / BNS 308 (Extortion). Sub-Inspector report states that accused Rizwan Qureshi, Virendra Chauhan were identified operating in jurisdiction of Gautam Buddha Nagar (Noida). Extortion demand of 50 Lakhs delivered via WhatsApp call to local infrastructure contractor. Primary accused tracked using mobile 9450001949",local_crime
UP-FIR-0574,2024-04-28,119,Hazratganj PS,"Hazratganj PS, Lucknow",Sec 2/3 UP Gangsters Act 1986,"Case Crime No. 0574/2024 registered at Hazratganj PS, Lucknow. Charges under Sec 2/3 UP Gangsters Act 1986. Sub-Inspector report states that accused Babloo Khan, Bablu Dubey, Pankaj Jaiswal were identified operating in jurisdiction of Lucknow. Organized crime syndicate running extortion, tender rigging, and contract killings. Primary accused tracked using mobile 9125001056 operating vehicle registration UP-93-AB-8055.",local_crime
UP-FIR-0575,2024-06-24,176,Katra PS,"Katra PS, Prayagraj",NDPS Act Sec 8/20/21,"Case Crime No. 0575/2024 registered at Katra PS, Prayagraj. Charges under NDPS Act Sec 8/20/21. Sub-Inspector report states that accused Abhay Jaiswal were identified operating in jurisdiction of Prayagraj. Interception of commercial consignment of contraband narcotics transported across state border. Primary accused tracked using mobile 9412001779 operating vehicle registration UP-80-JK-0348.",local_crime
UP-FIR-0576,2024-02-23,54,Nauchandi PS,"Nauchandi PS, Meerut",Sec 2/3 UP Gangsters Act 1986,"Case Crime No. 0576/2024 registered at Nauchandi PS, Meerut. Charges under Sec 2/3 UP Gangsters Act 1986. Sub-Inspector report states that accused Pappu Rawat were identified operating in jurisdiction of Meerut. Organized crime syndicate running extortion, tender rigging, and contract killings. Primary accused tracked using mobile 9125000615 operating vehicle registration UP-93-AB-0558.",local_crime
UP-FIR-0577,2024-06-21,173,Prem Nagar PS,"Prem Nagar PS, Bareilly",Sec 2/3 UP Gangsters Act 1986,"Case Crime No. 0577/2024 registered at Prem Nagar PS, Bareilly. Charges under Sec 2/3 UP Gangsters Act 1986. Sub-Inspector report states that accused Satish Tyagi, Sunil Bind were identified operating in jurisdiction of Bareilly. Organized crime syndicate running extortion, tender rigging, and contract killings. Primary accused tracked using mobile 7500000585 operating vehicle registration UP-25-AB-0048.",local_crime
UP-FIR-0578,2024-05-12,133,Civil Lines PS,"Civil Lines PS, Prayagraj",IPC 395 / BNS 310 (Dacoity),"Case Crime No. 0578/2024 registered at Civil Lines PS, Prayagraj. Charges under IPC 395 / BNS 310 (Dacoity). Sub-Inspector report states that accused Sanjay Verma, Rizwan Rawat, Vikram Kushwaha were identified operating in jurisdiction of Prayagraj. Armed highway robbery of cash transit vehicle on expressway. Primary accused tracked using mobile 9837000630",local_crime
UP-FIR-0579,2024-04-12,103,Gorakhnath PS,"Gorakhnath PS, Gorakhpur",Arms Act Sec 25/27,"Case Crime No. 0579/2024 registered at Gorakhnath PS, Gorakhpur. Charges under Arms Act Sec 25/27. Sub-Inspector report states that accused Rajesh Gautam were identified operating in jurisdiction of Gorakhpur. Recovery of illegal 0.32 bore pistols and country-made firearms without valid license. Primary accused tracked using mobile 9125000287 operating vehicle registration UP-42-AB-4981.",local_crime
UP-FIR-0580,2024-04-06,97,Collectorganj PS,"Collectorganj PS, Kanpur Nagar",IPC 386 / BNS 308 (Extortion),"Case Crime No. 0580/2024 registered at Collectorganj PS, Kanpur Nagar. Charges under IPC 386 / BNS 308 (Extortion). Sub-Inspector report states that accused Gufran Chaudhary, Ravindra Verma, Neeraj Verma were identified operating in jurisdiction of Kanpur Nagar. Extortion demand of 50 Lakhs delivered via WhatsApp call to local infrastructure contractor. Primary accused tracked using mobile 9450001787",local_crime
UP-FIR-0581,2024-06-22,174,Tajganj PS,"Tajganj PS, Agra",IPC 420/467/468 (Cheating & Forgery),"Case Crime No. 0581/2024 registered at Tajganj PS, Agra. Charges under IPC 420/467/468 (Cheating & Forgery). Sub-Inspector report states that accused Guddu Tomar, Ajay Tripathi, Rajesh Pal were identified operating in jurisdiction of Agra. Fraudulent land registry using forged power of attorney and impersonation. Primary accused tracked using mobile 9719001287",local_crime
UP-FIR-0582,2024-08-24,237,Raunahi PS,"Raunahi PS, Ayodhya",NDPS Act Sec 8/20/21,"Case Crime No. 0582/2024 registered at Raunahi PS, Ayodhya. Charges under NDPS Act Sec 8/20/21. Sub-Inspector report states that accused Mukhtar Nishad were identified operating in jurisdiction of Ayodhya. Interception of commercial consignment of contraband narcotics transported across state border. Primary accused tracked using mobile 7500000994",local_crime
UP-FIR-0583,2024-08-25,238,Sadar Bazar PS,"Sadar Bazar PS, Meerut",Arms Act Sec 25/27,"Case Crime No. 0583/2024 registered at Sadar Bazar PS, Meerut. Charges under Arms Act Sec 25/27. Sub-Inspector report states that accused Bablu Ansari, Tariq Tiwari were identified operating in jurisdiction of Meerut. Recovery of illegal 0.32 bore pistols and country-made firearms without valid license. Primary accused tracked using mobile 8840000270",local_crime
UP-FIR-0584,2024-02-20,51,Prem Nagar PS,"Prem Nagar PS, Jhansi",Arms Act Sec 25/27,"Case Crime No. 0584/2024 registered at Prem Nagar PS, Jhansi. Charges under Arms Act Sec 25/27. Sub-Inspector report states that accused Satish Verma, Mukhtar Nishad were identified operating in jurisdiction of Jhansi. Recovery of illegal 0.32 bore pistols and country-made firearms without valid license. Primary accused tracked using mobile 8006000746 operating vehicle registration UP-80-AB-2785.",local_crime
UP-FIR-0585,2024-05-02,123,Izzatnagar PS,"Izzatnagar PS, Bareilly",IPC 395 / BNS 310 (Dacoity),"Case Crime No. 0585/2024 registered at Izzatnagar PS, Bareilly. Charges under IPC 395 / BNS 310 (Dacoity). Sub-Inspector report states that accused Akhilesh Tomar, Tariq Kushwaha, Mahesh Siddiqui were identified operating in jurisdiction of Bareilly. Armed highway robbery of cash transit vehicle on expressway. Primary accused tracked using mobile 9450000340",local_crime
UP-FIR-0586,2024-05-29,150,Ramgarh Tal PS,"Ramgarh Tal PS, Gorakhpur",IPC 307 / BNS 109 (Attempt to Murder),"Case Crime No. 0586/2024 registered at Ramgarh Tal PS, Gorakhpur. Charges under IPC 307 / BNS 109 (Attempt to Murder). Sub-Inspector report states that accused Ajay Tomar were identified operating in jurisdiction of Gorakhpur. Firing upon police patrol unit during vehicle interdiction checking. Primary accused tracked using mobile 9839001004",local_crime
