txn_id,sender_id,sender_name,sender_account,receiver_id,receiver_name,receiver_account,amount_inr,timestamp,day,txn_type,ground_truth_flag
UP-TXN-00353,UP00239,Pappu Rajput,SBIN000000000239,UP00134,Chhotu Tripathi,SBIN000000000134,47133,2024-04-22 10:41:00,113,NEFT,hawala_structuring
UP-TXN-00354,UP00032,Babloo Tomar,SBIN000000000032,UP00523,Imran Shukla,SBIN000000000523,47785,2024-01-09 11:36:00,9,IMPS,hawala_structuring
UP-TXN-00355,UP00502,Neeraj Qureshi,UBIN000000000502,UP00530,Amit Nagar,UBIN000000000530,48302,2024-04-27 09:48:00,118,NEFT,hawala_structuring
UP-TXN-00356,UP00278,Babloo Gautam,SBIN000000000278,UP00029,Ramesh Gautam,PUNB000000000029,48542,2024-01-09 19:15:00,9,IMPS,hawala_structuring
UP-TXN-00357,UP00297,Vikram Yadav,UBIN000000000297,UP00230,Tariq Qureshi,PUNB000000000230,47199,2024-07-03 16:14:00,185,UPI,hawala_structuring
UP-TXN-00358,UP00168,Ravindra Srivastav,PUNB000000000168,UP00523,Imran Shukla,SBIN000000000523,49390,2024-01-18 19:52:00,18,IMPS,hawala_structuring
UP-TXN-00359,UP00483,Abhay Yadav,BARB000000000483,UP00468,Mukhtar Verma,BARB000000000468,205760,2024-03-26 18:59:00,86,RTGS,none
UP-TXN-00360,UP00548,Aslam Tiwari,PUNB000000000548,UP00333,Satish Chauhan,SBIN000000000333,340303,2024-06-15 10:11:00,167,RTGS,none
UP-TXN-00361,UP00381,Chhotu Gurjar,PUNB000000000381,UP00262,Tariq Tiwari,PUNB000000000262,373275,2024-04-01 13:57:00,92,RTGS,none
UP-TXN-00362,UP00241,Guddu Srivastav,SBIN000000000241,UP00072,Chhotu Nagar,SBIN000000000072,72571,2024-04-02 13:34:00,93,IMPS,none
UP-TXN-00363,UP00458,Rizwan Pandey,PUNB000000000458,UP00267,Aslam Rawat,SBIN000000000267,35241,2024-02-14 19:15:00,45,IMPS,none
UP-TXN-00364,UP00175,Munna Rajput,HDFC000000000175,UP00325,Guddu Siddiqui,PUNB000000000325,46882,2024-06-06 17:49:00,158,NEFT,hawala_structuring
UP-TXN-00365,UP00028,Akhilesh Kushwaha,BARB000000000028,UP00071,Babloo Chauhan,UBIN000000000071,45242,2024-02-27 16:47:00,58,IMPS,hawala_structuring
UP-TXN-00366,UP00438,Satish Jaiswal,BARB000000000438,UP00286,Abhay Jaiswal,HDFC000000000286,162216,2024-03-18 09:00:00,78,NEFT,none
UP-TXN-00367,UP00362,Neeraj Gautam,PUNB000000000362,UP00156,Imran Verma,BARB000000000156,112848,2024-04-24 17:15:00,115,NEFT,none
UP-TXN-00368,UP00102,Deepak Gautam,SBIN000000000102,UP00520,Bablu Gurjar,UBIN000000000520,49045,2024-07-16 09:04:00,198,UPI,hawala_structuring
UP-TXN-00369,UP00031,Imran Tomar,PUNB000000000031,UP00238,Virendra Tiwari,PUNB000000000238,189561,2024-05-26 12:40:00,147,NEFT,none
UP-TXN-00370,UP00380,Brijesh Gurjar,PUNB000000000380,UP00305,Abhay Tyagi,UBIN000000000305,322283,2024-03-06 12:56:00,66,RTGS,none
UP-TXN-00371,UP00036,Amit Kushwaha,SBIN000000000036,UP00371,Rizwan Pandey,SBIN000000000371,183902,2024-01-30 13:19:00,30,NEFT,none
UP-TXN-00372,UP00571,Abhay Srivastav,SBIN000000000571,UP00560,Guddu Verma,UBIN000000000560,162968,2024-07-02 12:13:00,184,IMPS,none
UP-TXN-00373,UP00532,Amit Qureshi,BARB000000000532,UP00405,Sonu Gautam,UBIN000000000405,49328,2024-04-28 12:23:00,119,NEFT,hawala_structuring
UP-TXN-00374,UP00391,Dhananjay Pandey,BARB000000000391,UP00431,Dhananjay Bind,BARB000000000431,362823,2024-07-19 16:40:00,201,RTGS,none
UP-TXN-00375,UP00208,Akhilesh Mishra,UBIN000000000208,UP00265,Santosh Yadav,SBIN000000000265,389419,2024-08-04 16:04:00,217,RTGS,none
UP-TXN-00376,UP00520,Bablu Gurjar,UBIN000000000520,UP00408,Mahesh Mishra,BARB000000000408,48745,2024-02-25 15:12:00,56,IMPS,hawala_structuring
UP-TXN-00377,UP00173,Sonu Dubey,PUNB000000000173,UP00039,Deepak Bind,PUNB000000000039,72894,2024-03-22 10:50:00,82,IMPS,none
UP-TXN-00378,UP00538,Suresh Pal,BARB000000000538,UP00528,Rakesh Rawat,HDFC000000000528,298505,2024-08-07 16:10:00,220,RTGS,none
UP-TXN-00379,UP00157,Imran Singh,PUNB000000000157,UP00060,Gufran Khan,SBIN000000000060,193297,2024-06-21 12:26:00,173,Bank Transfer,none
UP-TXN-00380,UP00405,Sonu Gautam,UBIN000000000405,UP00252,Atiq Dubey,UBIN000000000252,45115,2024-07-02 12:43:00,184,UPI,hawala_structuring
UP-TXN-00381,UP00152,Sonu Rajput,PUNB000000000152,UP00355,Santosh Chauhan,PUNB000000000355,46518,2024-02-23 10:22:00,54,NEFT,hawala_structuring
UP-TXN-00382,UP00391,Dhananjay Pandey,BARB000000000391,UP00248,Manoj Gupta,SBIN000000000248,46894,2024-02-08 14:34:00,39,IMPS,hawala_structuring
UP-TXN-00383,UP00264,Imran Gupta,SBIN000000000264,UP00247,Vikram Khan,SBIN000000000247,311409,2024-03-01 11:10:00,61,RTGS,none
UP-TXN-00384,UP00244,Satish Bind,UBIN000000000244,UP00436,Tariq Verma,SBIN000000000436,288029,2024-03-22 09:59:00,82,RTGS,none
UP-TXN-00385,UP00257,Abhay Dubey,SBIN000000000257,UP00197,Rajesh Nagar,PUNB000000000197,49163,2024-02-08 14:06:00,39,IMPS,hawala_structuring
UP-TXN-00386,UP00188,Pankaj Yadav,PUNB000000000188,UP00491,Anil Rawat,SBIN000000000491,47234,2024-08-20 12:23:00,233,IMPS,hawala_structuring
UP-TXN-00387,UP00554,Satish Rawat,SBIN000000000554,UP00109,Satish Ansari,UBIN000000000109,47734,2024-08-02 09:09:00,215,IMPS,hawala_structuring
UP-TXN-00388,UP00008,Gufran Tripathi,BARB000000000008,UP00116,Tariq Gautam,PUNB000000000116,48342,2024-05-18 12:37:00,139,UPI,hawala_structuring
UP-TXN-00389,UP00586,Mahesh Srivastav,PUNB000000000586,UP00455,Sonu Jaiswal,SBIN000000000455,47831,2024-02-03 16:51:00,34,UPI,hawala_structuring
UP-TXN-00390,UP00587,Mukhtar Yadav,PUNB000000000587,UP00016,Sonu Tiwari,SBIN000000000016,138523,2024-08-03 11:41:00,216,NEFT,none
UP-TXN-00391,UP00398,Manoj Nishad,PUNB000000000398,UP00195,Pramod Siddiqui,PUNB000000000195,380899,2024-04-25 15:39:00,116,RTGS,none
UP-TXN-00392,UP00018,Pankaj Siddiqui,SBIN000000000018,UP00077,Suresh Khan,PUNB000000000077,48090,2024-07-18 10:25:00,200,UPI,hawala_structuring
UP-TXN-00393,UP00080,Ramesh Verma,SBIN000000000080,UP00382,Atiq Nagar,PUNB000000000382,401805,2024-01-14 09:42:00,14,RTGS,none
UP-TXN-00394,UP00178,Rizwan Siddiqui,PUNB000000000178,UP00527,Suresh Pandey,SBIN000000000527,49801,2024-03-17 18:11:00,77,NEFT,hawala_structuring
UP-TXN-00395,UP00528,Rakesh Rawat,HDFC000000000528,UP00152,Sonu Rajput,PUNB000000000152,48907,2024-02-24 09:38:00,55,IMPS,hawala_structuring
UP-TXN-00396,UP00135,Sunil Shukla,HDFC000000000135,UP00442,Dhananjay Gupta,PUNB000000000442,319541,2024-07-23 18:27:00,205,RTGS,none
UP-TXN-00397,UP00060,Gufran Khan,SBIN000000000060,UP00106,Mahesh Chauhan,BARB000000000106,175806,2024-03-31 15:18:00,91,NEFT,none
UP-TXN-00398,UP00221,Deepak Kushwaha,SBIN000000000221,UP00054,Sonu Chaudhary,SBIN000000000054,47278,2024-06-16 11:08:00,168,NEFT,hawala_structuring
UP-TXN-00399,UP00182,Bablu Pandey,UBIN000000000182,UP00277,Dharmendra Gautam,SBIN000000000277,45483,2024-03-05 10:10:00,65,NEFT,hawala_structuring
UP-TXN-00400,UP00345,Vikram Dubey,SBIN000000000345,UP00238,Virendra Tiwari,PUNB000000000238,226993,2024-01-17 19:47:00,17,RTGS,none
UP-TXN-00401,UP00456,Rajesh Srivastav,BARB000000000456,UP00516,Imran Dubey,UBIN000000000516,47899,2024-04-24 18:12:00,115,IMPS,hawala_structuring
UP-TXN-00402,UP00264,Imran Gupta,SBIN000000000264,UP00055,Pappu Pandey,SBIN000000000055,49221,2024-08-20 17:56:00,233,NEFT,hawala_structuring
UP-TXN-00403,UP00180,Aslam Tyagi,UBIN000000000180,UP00423,Pramod Kushwaha,SBIN000000000423,416001,2024-05-12 11:42:00,133,RTGS,none
UP-TXN-00404,UP00273,Deepak Pandey,SBIN000000000273,UP00572,Rakesh Ansari,UBIN000000000572,202367,2024-02-02 10:42:00,33,RTGS,none
UP-TXN-00405,UP00082,Ramesh Pandey,SBIN000000000082,UP00444,Virendra Mishra,BARB000000000444,355522,2024-08-10 17:14:00,223,RTGS,none
UP-TXN-00406,UP00046,Rajesh Dubey,SBIN000000000046,UP00285,Abhay Yadav,BARB000000000285,45916,2024-07-21 17:59:00,203,NEFT,hawala_structuring
UP-TXN-00407,UP00083,Anil Mishra,SBIN000000000083,UP00041,Neeraj Pal,SBIN000000000041,414955,2024-08-27 18:57:00,240,RTGS,none
UP-TXN-00408,UP00518,Babloo Bind,PUNB000000000518,UP00226,Ramesh Rawat,SBIN000000000226,436514,2024-07-08 16:49:00,190,RTGS,none
UP-TXN-00409,UP00055,Pappu Pandey,SBIN000000000055,UP00071,Babloo Chauhan,UBIN000000000071,98964,2024-05-27 19:50:00,148,NEFT,none
UP-TXN-00410,UP00567,Tariq Pandey,SBIN000000000567,UP00020,Santosh Gurjar,BARB000000000020,171391,2024-04-11 11:02:00,102,NEFT,none
UP-TXN-00411,UP00233,Pappu Tripathi,SBIN000000000233,UP00199,Rizwan Yadav,PUNB000000000199,46765,2024-07-29 09:43:00,211,UPI,hawala_structuring
UP-TXN-00412,UP00142,Sonu Chaudhary,SBIN000000000142,UP00128,Atiq Siddiqui,SBIN000000000128,205025,2024-04-12 11:35:00,103,RTGS,none
UP-TXN-00413,UP00353,Brijesh Dubey,SBIN000000000353,UP00359,Atiq Qureshi,UBIN000000000359,261089,2024-01-13 18:36:00,13,RTGS,none
UP-TXN-00414,UP00121,Anil Tiwari,BARB000000000121,UP00305,Abhay Tyagi,UBIN000000000305,362002,2024-06-07 13:31:00,159,RTGS,none
UP-TXN-00415,UP00590,Atiq Jaiswal,BARB000000000590,UP00181,Sanjay Yadav,UBIN000000000181,291280,2024-08-10 17:49:00,223,RTGS,none
UP-TXN-00416,UP00459,Alok Chauhan,PUNB000000000459,UP00307,Neeraj Shukla,SBIN000000000307,49823,2024-02-13 09:56:00,44,NEFT,hawala_structuring
UP-TXN-00417,UP00089,Santosh Siddiqui,HDFC000000000089,UP00191,Suresh Pal,SBIN000000000191,356236,2024-01-26 16:22:00,26,RTGS,none
UP-TXN-00418,UP00298,Munna Gurjar,SBIN000000000298,UP00102,Deepak Gautam,SBIN000000000102,211696,2024-08-21 19:28:00,234,RTGS,none
UP-TXN-00419,UP00380,Brijesh Gurjar,PUNB000000000380,UP00145,Akhilesh Shukla,SBIN000000000145,135426,2024-07-20 17:42:00,202,Bank Transfer,none
UP-TXN-00420,UP00406,Satish Shukla,PUNB000000000406,UP00395,Ramesh Pal,SBIN000000000395,47295,2024-02-03 10:34:00,34,IMPS,hawala_structuring
UP-TXN-00421,UP00391,Dhananjay Pandey,BARB000000000391,UP00200,Sonu Khan,PUNB000000000200,390509,2024-08-11 12:56:00,224,RTGS,none
UP-TXN-00422,UP00036,Amit Kushwaha,SBIN000000000036,UP00431,Dhananjay Bind,BARB000000000431,56798,2024-05-26 19:34:00,147,NEFT,none
UP-TXN-00423,UP00532,Amit Qureshi,BARB000000000532,UP00328,Atiq Chauhan,PUNB000000000328,331909,2024-08-17 12:43:00,230,RTGS,none
UP-TXN-00424,UP00157,Imran Singh,PUNB000000000157,UP00070,Pankaj Tiwari,SBIN000000000070,49410,2024-04-16 11:09:00,107,UPI,hawala_structuring
UP-TXN-00425,UP00350,Aslam Pandey,BARB000000000350,UP00337,Ravindra Pal,PUNB000000000337,362313,2024-05-22 13:37:00,143,RTGS,none
UP-TXN-00426,UP00531,Atiq Siddiqui,BARB000000000531,UP00168,Ravindra Srivastav,PUNB000000000168,50382,2024-04-19 15:14:00,110,NEFT,none
UP-TXN-00427,UP00484,Dhananjay Nishad,PUNB000000000484,UP00333,Satish Chauhan,SBIN000000000333,309047,2024-02-18 19:05:00,49,RTGS,none
UP-TXN-00428,UP00050,Akhilesh Rawat,UBIN000000000050,UP00319,Vikram Chauhan,HDFC000000000319,132740,2024-06-26 19:05:00,178,Bank Transfer,none
UP-TXN-00429,UP00433,Sanjay Mishra,BARB000000000433,UP00061,Sonu Khan,SBIN000000000061,232846,2024-08-04 11:44:00,217,RTGS,none
UP-TXN-00430,UP00539,Akhilesh Pandey,PUNB000000000539,UP00355,Santosh Chauhan,PUNB000000000355,45797,2024-03-20 16:40:00,80,IMPS,hawala_structuring
UP-TXN-00431,UP00051,Suresh Dubey,SBIN000000000051,UP00385,Rajesh Kushwaha,SBIN000000000385,47915,2024-06-16 19:04:00,168,NEFT,hawala_structuring
UP-TXN-00432,UP00009,Chhotu Maurya,HDFC000000000009,UP00260,Munna Rajput,SBIN000000000260,322598,2024-03-24 19:55:00,84,RTGS,none
UP-TXN-00433,UP00549,Mahesh Tyagi,SBIN000000000549,UP00527,Suresh Pandey,SBIN000000000527,45688,2024-01-29 09:57:00,29,NEFT,hawala_structuring
UP-TXN-00434,UP00317,Satish Tiwari,SBIN000000000317,UP00143,Vikram Pal,PUNB000000000143,48816,2024-04-29 14:12:00,120,NEFT,hawala_structuring
UP-TXN-00435,UP00417,Amit Verma,SBIN000000000417,UP00207,Dhananjay Pandey,SBIN000000000207,82076,2024-04-09 14:43:00,100,IMPS,none
UP-TXN-00436,UP00243,Dharmendra Chaudhary,UBIN000000000243,UP00494,Amit Gautam,SBIN000000000494,47272,2024-01-08 17:53:00,8,NEFT,hawala_structuring
UP-TXN-00437,UP00054,Sonu Chaudhary,SBIN000000000054,UP00501,Ravindra Maurya,SBIN000000000501,47937,2024-01-13 14:06:00,13,IMPS,hawala_structuring
UP-TXN-00438,UP00033,Aslam Tomar,PUNB000000000033,UP00059,Aslam Chauhan,BARB000000000059,48101,2024-02-02 12:59:00,33,UPI,hawala_structuring
UP-TXN-00439,UP00582,Imran Kushwaha,HDFC000000000582,UP00194,Santosh Jaiswal,SBIN000000000194,223302,2024-01-22 18:08:00,22,RTGS,none
UP-TXN-00440,UP00277,Dharmendra Gautam,SBIN000000000277,UP00404,Imran Srivastav,SBIN000000000404,57253,2024-06-07 10:12:00,159,IMPS,none
UP-TXN-00441,UP00400,Abhay Nagar,PUNB000000000400,UP00066,Sanjay Nishad,BARB000000000066,257199,2024-07-05 14:07:00,187,RTGS,none
UP-TXN-00442,UP00169,Atiq Qureshi,BARB000000000169,UP00453,Ravindra Tripathi,PUNB000000000453,46823,2024-07-17 16:01:00,199,UPI,hawala_structuring
UP-TXN-00443,UP00424,Atiq Bind,HDFC000000000424,UP00569,Neeraj Qureshi,HDFC000000000569,427897,2024-07-04 16:24:00,186,RTGS,none
UP-TXN-00444,UP00040,Rizwan Mishra,UBIN000000000040,UP00165,Mukhtar Nagar,SBIN000000000165,46672,2024-05-24 14:12:00,145,IMPS,hawala_structuring
UP-TXN-00445,UP00337,Ravindra Pal,PUNB000000000337,UP00537,Guddu Srivastav,SBIN000000000537,45339,2024-06-04 11:42:00,156,IMPS,hawala_structuring
UP-TXN-00446,UP00089,Santosh Siddiqui,HDFC000000000089,UP00176,Amit Tiwari,UBIN000000000176,279511,2024-08-19 19:11:00,232,RTGS,none
UP-TXN-00447,UP00071,Babloo Chauhan,UBIN000000000071,UP00451,Alok Chaudhary,UBIN000000000451,45558,2024-06-15 12:04:00,167,IMPS,hawala_structuring
UP-TXN-00448,UP00290,Pramod Yadav,PUNB000000000290,UP00335,Pankaj Srivastav,UBIN000000000335,95805,2024-03-20 15:28:00,80,NEFT,none
UP-TXN-00449,UP00261,Rajesh Verma,UBIN000000000261,UP00259,Amit Chauhan,SBIN000000000259,48939,2024-01-17 15:27:00,17,UPI,hawala_structuring
UP-TXN-00450,UP00134,Chhotu Tripathi,SBIN000000000134,UP00443,Imran Shukla,UBIN000000000443,108204,2024-05-27 11:28:00,148,NEFT,none
UP-TXN-00451,UP00516,Imran Dubey,UBIN000000000516,UP00371,Rizwan Pandey,SBIN000000000371,445040,2024-06-13 09:35:00,165,RTGS,none
UP-TXN-00452,UP00089,Santosh Siddiqui,HDFC000000000089,UP00150,Virendra Yadav,PUNB000000000150,46914,2024-05-10 12:52:00,131,IMPS,hawala_structuring
UP-TXN-00453,UP00338,Sonu Shukla,PUNB000000000338,UP00262,Tariq Tiwari,PUNB000000000262,201217,2024-02-04 17:46:00,35,RTGS,none
UP-TXN-00454,UP00152,Sonu Rajput,PUNB000000000152,UP00011,Chhotu Gupta,PUNB000000000011,201336,2024-05-31 19:57:00,152,RTGS,none
UP-TXN-00455,UP00373,Mukhtar Dubey,SBIN000000000373,UP00448,Babloo Pandey,BARB000000000448,45532,2024-03-24 14:22:00,84,NEFT,hawala_structuring
UP-TXN-00456,UP00172,Sonu Chauhan,UBIN000000000172,UP00332,Pankaj Qureshi,PUNB000000000332,72015,2024-03-16 18:44:00,76,IMPS,none
UP-TXN-00457,UP00107,Ravindra Jaiswal,PUNB000000000107,UP00400,Abhay Nagar,PUNB000000000400,310755,2024-08-02 14:06:00,215,RTGS,none
UP-TXN-00458,UP00304,Rajesh Mishra,BARB000000000304,UP00246,Rakesh Shukla,SBIN000000000246,439106,2024-01-15 11:42:00,15,RTGS,none
UP-TXN-00459,UP00563,Guddu Chauhan,SBIN000000000563,UP00554,Satish Rawat,SBIN000000000554,84477,2024-06-30 14:23:00,182,IMPS,none
UP-TXN-00460,UP00117,Munna Gurjar,PUNB000000000117,UP00406,Satish Shukla,PUNB000000000406,178383,2024-06-18 18:10:00,170,NEFT,none
UP-TXN-00461,UP00189,Anil Jaiswal,UBIN000000000189,UP00409,Anil Nishad,BARB000000000409,434538,2024-05-26 17:16:00,147,RTGS,none
UP-TXN-00462,UP00515,Aslam Shukla,SBIN000000000515,UP00451,Alok Chaudhary,UBIN000000000451,45113,2024-04-20 12:50:00,111,IMPS,hawala_structuring
UP-TXN-00463,UP00144,Rakesh Rajput,PUNB000000000144,UP00390,Guddu Siddiqui,SBIN000000000390,58956,2024-05-02 09:33:00,123,Bank Transfer,none
UP-TXN-00464,UP00012,Akhilesh Nagar,SBIN000000000012,UP00174,Ramesh Kushwaha,SBIN000000000174,283923,2024-01-06 15:18:00,6,RTGS,none
UP-TXN-00465,UP00163,Rakesh Dubey,PUNB000000000163,UP00342,Pramod Yadav,BARB000000000342,182293,2024-06-23 11:38:00,175,IMPS,none
UP-TXN-00466,UP00536,Brijesh Gautam,BARB000000000536,UP00524,Pankaj Nagar,PUNB000000000524,48121,2024-05-23 11:57:00,144,UPI,hawala_structuring
UP-TXN-00467,UP00434,Brijesh Srivastav,BARB000000000434,UP00279,Ravindra Chaudhary,PUNB000000000279,39475,2024-08-04 19:06:00,217,IMPS,none
UP-TXN-00468,UP00105,Rizwan Tiwari,SBIN000000000105,UP00373,Mukhtar Dubey,SBIN000000000373,370136,2024-03-31 16:10:00,91,RTGS,none
UP-TXN-00469,UP00358,Akhilesh Nagar,UBIN000000000358,UP00021,Mahesh Qureshi,UBIN000000000021,234757,2024-07-02 16:15:00,184,RTGS,none
UP-TXN-00470,UP00366,Mukhtar Tripathi,SBIN000000000366,UP00322,Rajesh Verma,PUNB000000000322,46683,2024-08-24 18:40:00,237,IMPS,hawala_structuring
UP-TXN-00471,UP00041,Neeraj Pal,SBIN000000000041,UP00291,Rakesh Rawat,UBIN000000000291,154125,2024-01-12 13:10:00,12,Bank Transfer,none
UP-TXN-00472,UP00274,Ajay Singh,HDFC000000000274,UP00288,Bablu Qureshi,HDFC000000000288,378042,2024-07-25 16:03:00,207,RTGS,none
UP-TXN-00473,UP00419,Gufran Dubey,SBIN000000000419,UP00190,Pappu Rawat,SBIN000000000190,48650,2024-06-11 17:03:00,163,UPI,hawala_structuring
UP-TXN-00474,UP00058,Suresh Jaiswal,UBIN000000000058,UP00217,Abhay Bind,BARB000000000217,48917,2024-08-20 11:27:00,233,NEFT,hawala_structuring
UP-TXN-00475,UP00168,Ravindra Srivastav,PUNB000000000168,UP00284,Brijesh Kushwaha,SBIN000000000284,160917,2024-05-05 09:43:00,126,NEFT,none
UP-TXN-00476,UP00173,Sonu Dubey,PUNB000000000173,UP00382,Atiq Nagar,PUNB000000000382,262242,2024-02-04 10:25:00,35,RTGS,none
UP-TXN-00477,UP00550,Babloo Maurya,PUNB000000000550,UP00338,Sonu Shukla,PUNB000000000338,150215,2024-08-05 12:31:00,218,NEFT,none
UP-TXN-00478,UP00368,Brijesh Chauhan,BARB000000000368,UP00233,Pappu Tripathi,SBIN000000000233,275837,2024-01-10 14:34:00,10,RTGS,none
UP-TXN-00479,UP00057,Akhilesh Chauhan,SBIN000000000057,UP00085,Munna Verma,UBIN000000000085,49026,2024-08-04 09:05:00,217,NEFT,hawala_structuring
UP-TXN-00480,UP00151,Dharmendra Nishad,PUNB000000000151,UP00529,Dhananjay Kushwaha,SBIN000000000529,154969,2024-01-01 19:14:00,1,NEFT,none
UP-TXN-00481,UP00320,Ramesh Nagar,SBIN000000000320,UP00422,Alok Shukla,BARB000000000422,245476,2024-04-12 12:51:00,103,RTGS,none
UP-TXN-00482,UP00435,Sanjay Tomar,SBIN000000000435,UP00542,Virendra Kushwaha,SBIN000000000542,46566,2024-06-15 16:34:00,167,UPI,hawala_structuring
UP-TXN-00483,UP00188,Pankaj Yadav,PUNB000000000188,UP00078,Rizwan Gurjar,SBIN000000000078,371068,2024-06-03 11:20:00,155,RTGS,none
UP-TXN-00484,UP00332,Pankaj Qureshi,PUNB000000000332,UP00527,Suresh Pandey,SBIN000000000527,47086,2024-08-05 17:05:00,218,IMPS,hawala_structuring
UP-TXN-00485,UP00140,Chhotu Gupta,SBIN000000000140,UP00402,Ajay Dubey,SBIN000000000402,379892,2024-05-22 10:08:00,143,RTGS,none
UP-TXN-00486,UP00109,Satish Ansari,UBIN000000000109,UP00017,Dharmendra Yadav,UBIN000000000017,133583,2024-07-30 14:45:00,212,NEFT,none
UP-TXN-00487,UP00025,Dhananjay Pal,SBIN000000000025,UP00223,Rakesh Bind,SBIN000000000223,421538,2024-01-26 10:06:00,26,RTGS,none
UP-TXN-00488,UP00293,Imran Singh,PUNB000000000293,UP00183,Vikram Tripathi,PUNB000000000183,47742,2024-03-06 13:07:00,66,NEFT,hawala_structuring
UP-TXN-00489,UP00269,Rajesh Tripathi,SBIN000000000269,UP00488,Suresh Pandey,SBIN000000000488,233712,2024-05-29 09:34:00,150,RTGS,none
UP-TXN-00490,UP00481,Ajay Ansari,BARB000000000481,UP00402,Ajay Dubey,SBIN000000000402,309435,2024-07-21 15:50:00,203,RTGS,none
UP-TXN-00491,UP00253,Mahesh Chaudhary,HDFC000000000253,UP00052,Amit Yadav,UBIN000000000052,379556,2024-02-19 17:09:00,50,RTGS,none
UP-TXN-00492,UP00266,Gufran Khan,BARB000000000266,UP00229,Satish Verma,PUNB000000000229,48643,2024-01-01 10:33:00,1,IMPS,hawala_structuring
UP-TXN-00493,UP00286,Abhay Jaiswal,HDFC000000000286,UP00145,Akhilesh Shukla,SBIN000000000145,21078,2024-08-07 10:25:00,220,Bank Transfer,none
UP-TXN-00494,UP00538,Suresh Pal,BARB000000000538,UP00317,Satish Tiwari,SBIN000000000317,190638,2024-06-02 10:32:00,154,NEFT,none
UP-TXN-00495,UP00354,Akhilesh Rajput,PUNB000000000354,UP00237,Sunil Gupta,SBIN000000000237,132258,2024-04-16 09:20:00,107,NEFT,none
UP-TXN-00496,UP00497,Munna Rajput,SBIN000000000497,UP00562,Anil Bind,BARB000000000562,133167,2024-03-10 10:11:00,70,IMPS,none
UP-TXN-00497,UP00036,Amit Kushwaha,SBIN000000000036,UP00078,Rizwan Gurjar,SBIN000000000078,406287,2024-06-07 12:53:00,159,RTGS,none
UP-TXN-00498,UP00486,Deepak Rawat,BARB000000000486,UP00385,Rajesh Kushwaha,SBIN000000000385,272733,2024-06-06 19:59:00,158,RTGS,none
UP-TXN-00499,UP00367,Abhay Srivastav,HDFC000000000367,UP00310,Sanjay Dubey,SBIN000000000310,45779,2024-01-22 09:06:00,22,NEFT,hawala_structuring
UP-TXN-00500,UP00150,Virendra Yadav,PUNB000000000150,UP00013,Satish Siddiqui,SBIN000000000013,38175,2024-03-26 09:40:00,86,IMPS,none
UP-TXN-00501,UP00588,Mukhtar Kushwaha,SBIN000000000588,UP00185,Akhilesh Pal,SBIN000000000185,412929,2024-04-21 10:04:00,112,RTGS,none
UP-TXN-00502,UP00113,Imran Siddiqui,SBIN000000000113,UP00275,Sanjay Ansari,HDFC000000000275,132309,2024-07-13 19:40:00,195,NEFT,none
UP-TXN-00503,UP00260,Munna Rajput,SBIN000000000260,UP00555,Anil Srivastav,UBIN000000000555,46124,2024-06-03 09:05:00,155,IMPS,hawala_structuring
UP-TXN-00504,UP00102,Deepak Gautam,SBIN000000000102,UP00016,Sonu Tiwari,SBIN000000000016,246128,2024-08-27 09:31:00,240,RTGS,none
UP-TXN-00505,UP00388,Mahesh Tripathi,PUNB000000000388,UP00172,Sonu Chauhan,UBIN000000000172,45989,2024-02-18 11:22:00,49,UPI,hawala_structuring
UP-TXN-00506,UP00180,Aslam Tyagi,UBIN000000000180,UP00110,Manoj Khan,SBIN000000000110,439292,2024-06-29 14:46:00,181,RTGS,none
UP-TXN-00507,UP00355,Santosh Chauhan,PUNB000000000355,UP00261,Rajesh Verma,UBIN000000000261,74629,2024-03-14 15:07:00,74,IMPS,none
UP-TXN-00508,UP00375,Santosh Jaiswal,BARB000000000375,UP00020,Santosh Gurjar,BARB000000000020,265187,2024-04-08 13:59:00,99,RTGS,none
UP-TXN-00509,UP00102,Deepak Gautam,SBIN000000000102,UP00512,Dhananjay Srivastav,UBIN000000000512,45151,2024-03-15 19:07:00,75,IMPS,hawala_structuring
UP-TXN-00510,UP00139,Manoj Bind,HDFC000000000139,UP00462,Mahesh Srivastav,PUNB000000000462,21439,2024-01-15 16:19:00,15,Bank Transfer,none
UP-TXN-00511,UP00365,Brijesh Yadav,PUNB000000000365,UP00452,Imran Nagar,PUNB000000000452,46616,2024-02-06 09:33:00,37,NEFT,hawala_structuring
UP-TXN-00512,UP00529,Dhananjay Kushwaha,SBIN000000000529,UP00015,Amit Tyagi,SBIN000000000015,47322,2024-01-28 17:37:00,28,NEFT,hawala_structuring
UP-TXN-00513,UP00230,Tariq Qureshi,PUNB000000000230,UP00333,Satish Chauhan,SBIN000000000333,49915,2024-03-28 12:51:00,88,NEFT,hawala_structuring
UP-TXN-00514,UP00180,Aslam Tyagi,UBIN000000000180,UP00307,Neeraj Shukla,SBIN000000000307,48383,2024-02-18 10:53:00,49,NEFT,hawala_structuring
UP-TXN-00515,UP00016,Sonu Tiwari,SBIN000000000016,UP00230,Tariq Qureshi,PUNB000000000230,170267,2024-08-09 19:56:00,222,IMPS,none
UP-TXN-00516,UP00187,Rakesh Mishra,UBIN000000000187,UP00165,Mukhtar Nagar,SBIN000000000165,49642,2024-06-09 19:24:00,161,NEFT,hawala_structuring
