call_id,caller_id,caller_name,caller_phone,callee_id,callee_name,callee_phone,timestamp,day,call_type,duration_sec,cell_tower_location
UP-CDR-000382,UP00412,Atiq Qureshi,9927000412,UP00273,Deepak Pandey,9125000273,2024-02-08 12:09:41,39,voice,282,"Surajpur PS Tower, Gautam Buddha Nagar (Noida)"
UP-CDR-000383,UP00279,Ravindra Chaudhary,9450000279,UP00270,Bablu Ansari,8840000270,2024-01-09 12:10:09,9,voice,265,"Alambagh PS Tower, Lucknow"
UP-CDR-000384,UP01881,Abhay Pal,8006001881,UP02203,Guddu Qureshi,9839002203,2024-03-12 14:11:30,72,voice,173,"Shivpur PS Tower, Varanasi"
UP-CDR-000385,UP00076,Mahesh Mishra,9450000076,UP01189,Manoj Maurya,9719001189,2024-04-23 18:33:42,114,voice,772,"Hazratganj PS Tower, Lucknow"
UP-CDR-000386,UP02035,Sonu Siddiqui,9415002035,UP02407,Rakesh Gautam,8006002407,2024-01-10 10:18:42,10,voice,293,"Dhoomanganj PS Tower, Prayagraj"
UP-CDR-000387,UP01379,Brijesh Gurjar,8840001379,UP02484,Pappu Rajput,9125002484,2024-01-17 16:51:26,17,voice,935,"Bhelupur PS Tower, Varanasi"
UP-CDR-000388,UP00010,Babloo Tiwari,9415000010,UP00234,Virendra Nagar,9415000234,2024-01-17 02:51:21,17,voice,733,"Kotwali PS Tower, Bareilly"
UP-CDR-000389,UP00005,Ravindra Kushwaha,9839000005,UP00404,Imran Srivastav,9412000404,2024-03-17 23:49:07,77,voice,834,"Etmadpur PS Tower, Agra"
UP-CDR-000390,UP00301,Mukhtar Siddiqui,7007000301,UP00062,Manoj Chauhan,7500000062,2024-06-25 19:59:40,177,voice,660,"Shahpur PS Tower, Gorakhpur"
UP-CDR-000391,UP00065,Munna Srivastav,9839000065,UP00548,Aslam Tiwari,8840000548,2024-01-25 13:00:26,25,voice,725,"Ramgarh Tal PS Tower, Gorakhpur"
UP-CDR-000392,UP00315,Pramod Gautam,9125000315,UP00022,Rizwan Nagar,8006000022,2024-02-14 10:37:09,45,voice,1157,"Cantt PS Tower, Varanasi"
UP-CDR-000393,UP01603,Abhay Mishra,9412001603,UP01568,Akhilesh Chauhan,9450001568,2024-08-07 15:45:18,220,voice,817,"Kotwali PS Tower, Ayodhya"
UP-CDR-000394,UP00136,Anil Qureshi,9837000136,UP00435,Sanjay Tomar,9415000435,2024-07-19 03:37:00,201,voice,912,"Etmadpur PS Tower, Agra"
UP-CDR-000395,UP00356,Alok Gautam,9837000356,UP00021,Mahesh Qureshi,9415000021,2024-03-11 13:37:26,71,voice,1069,"George Town PS Tower, Prayagraj"
UP-CDR-000396,UP00443,Imran Shukla,9927000443,UP00320,Ramesh Nagar,9415000320,2024-02-13 19:44:32,44,voice,83,"Hari Parbat PS Tower, Agra"
UP-CDR-000397,UP00377,Santosh Singh,7007000377,UP00527,Suresh Pandey,8006000527,2024-07-04 05:23:26,186,voice,1102,"Indirapuram PS Tower, Ghaziabad"
UP-CDR-000398,UP00109,Satish Ansari,9839000109,UP00273,Deepak Pandey,9125000273,2024-01-16 06:50:18,16,sms,1061,"Civil Lines PS Tower, Meerut"
UP-CDR-000399,UP00183,Vikram Tripathi,8840000183,UP00559,Sunil Nishad,9415000559,2024-02-02 11:49:20,33,voice,1187,"Shahganj PS Tower, Agra"
UP-CDR-000400,UP00344,Neeraj Kushwaha,9837000344,UP00878,Suresh Shukla,9450000878,2024-02-25 22:28:21,56,voice,738,"Prem Nagar PS Tower, Jhansi"
UP-CDR-000401,UP00159,Santosh Pandey,9839000159,UP00007,Gufran Siddiqui,9719000007,2024-08-18 13:41:41,231,voice,1080,"Chetganj PS Tower, Varanasi"
UP-CDR-000402,UP00226,Ramesh Rawat,9719000226,UP02985,Sanjay Tiwari,7500002985,2024-07-18 22:00:58,200,voice,712,"Nauchandi PS Tower, Meerut"
UP-CDR-000403,UP01363,Pankaj Jaiswal,9837001363,UP00932,Deepak Kushwaha,8840000932,2024-01-03 16:33:11,3,voice,1181,"Sector 20 PS Tower, Gautam Buddha Nagar (Noida)"
UP-CDR-000404,UP00569,Neeraj Qureshi,8006000569,UP00454,Tariq Shukla,9839000454,2024-08-17 06:04:42,230,voice,1141,"Chowk PS Tower, Lucknow"
UP-CDR-000405,UP00329,Amit Kushwaha,7007000329,UP00534,Imran Jaiswal,9415000534,2024-01-30 18:22:37,30,voice,1010,"Cantt PS Tower, Ayodhya"
UP-CDR-000406,UP00542,Virendra Kushwaha,9450000542,UP00003,Abhay Tripathi,7007000003,2024-03-15 01:53:25,75,voice,778,"Cantt PS Tower, Gorakhpur"
UP-CDR-000407,UP00392,Brijesh Tyagi,9415000392,UP00093,Abhay Nishad,9450000093,2024-07-23 20:01:06,205,voice,178,"Cantt PS Tower, Ayodhya"
UP-CDR-000408,UP02243,Mukhtar Maurya,7007002243,UP02290,Babloo Yadav,9450002290,2024-06-06 16:04:58,158,voice,971,"Nawabad PS Tower, Jhansi"
UP-CDR-000409,UP00401,Akhilesh Kushwaha,9837000401,UP00074,Rajesh Tripathi,9837000074,2024-03-13 19:36:30,73,voice,1054,"Baradari PS Tower, Bareilly"
UP-CDR-000410,UP00119,Alok Gupta,9450000119,UP00026,Rajesh Shukla,9412000026,2024-03-05 20:06:55,65,voice,368,"Raunahi PS Tower, Ayodhya"
UP-CDR-000411,UP00053,Rajesh Chauhan,9719000053,UP00336,Dhananjay Rawat,8006000336,2024-04-28 12:46:03,119,voice,237,"Ramgarh Tal PS Tower, Gorakhpur"
UP-CDR-000412,UP00229,Satish Verma,9839000229,UP00386,Guddu Pal,9837000386,2024-07-15 12:56:11,197,voice,786,"Sikandra PS Tower, Agra"
UP-CDR-000413,UP00031,Imran Tomar,7500000031,UP00377,Santosh Singh,7007000377,2024-03-08 09:34:14,68,voice,308,"Chetganj PS Tower, Varanasi"
UP-CDR-000414,UP00364,Akhilesh Gautam,9719000364,UP00549,Mahesh Tyagi,7007000549,2024-04-23 18:52:18,114,voice,375,"Kavi Nagar PS Tower, Ghaziabad"
UP-CDR-000415,UP00112,Sunil Srivastav,9415000112,UP00150,Virendra Yadav,9450000150,2024-07-11 06:31:36,193,sms,647,"Cantt PS Tower, Ayodhya"
UP-CDR-000416,UP01643,Pappu Gurjar,9450001643,UP02445,Aslam Jaiswal,8006002445,2024-04-01 01:54:14,92,voice,83,"Civil Lines PS Tower, Meerut"
UP-CDR-000417,UP01751,Satish Dubey,9837001751,UP00836,Gufran Tiwari,9450000836,2024-06-20 01:05:07,172,voice,155,"Knowledge Park PS Tower, Gautam Buddha Nagar (Noida)"
UP-CDR-000418,UP00181,Sanjay Yadav,9837000181,UP00105,Rizwan Tiwari,9125000105,2024-08-24 15:12:27,237,voice,1167,"Civil Lines PS Tower, Prayagraj"
UP-CDR-000419,UP00384,Dharmendra Singh,9927000384,UP00585,Satish Tyagi,7500000585,2024-03-17 11:34:09,77,voice,512,"Ayodhya Kotwali PS Tower, Ayodhya"
UP-CDR-000420,UP00142,Sonu Chaudhary,9450000142,UP00116,Tariq Gautam,9839000116,2024-07-01 22:07:14,183,voice,796,"Prem Nagar PS Tower, Bareilly"
UP-CDR-000421,UP00384,Dharmendra Singh,9927000384,UP00119,Alok Gupta,9450000119,2024-01-01 02:08:19,1,voice,128,"Kareli PS Tower, Prayagraj"
UP-CDR-000422,UP01282,Rakesh Nishad,9450001282,UP01676,Abhay Pandey,9415001676,2024-03-09 09:36:49,69,voice,40,"Alambagh PS Tower, Lucknow"
UP-CDR-000423,UP00516,Imran Dubey,9719000516,UP00399,Mukhtar Kushwaha,8840000399,2024-07-27 02:00:49,209,sms,316,"Shahganj PS Tower, Agra"
UP-CDR-000424,UP00575,Suresh Gautam,7007000575,UP00412,Atiq Qureshi,9927000412,2024-05-24 20:56:26,145,voice,150,"Cantt PS Tower, Ayodhya"
UP-CDR-000425,UP00716,Amit Chaudhary,9412000716,UP01673,Babloo Shukla,9450001673,2024-08-23 03:36:24,236,voice,1101,"Kotwali PS Tower, Jhansi"
UP-CDR-000426,UP00087,Alok Tyagi,9839000087,UP00263,Ajay Gautam,8840000263,2024-04-25 01:16:46,116,voice,34,"Kotwali PS Tower, Ghaziabad"
UP-CDR-000427,UP00198,Tariq Bind,9837000198,UP00560,Guddu Verma,9927000560,2024-06-30 21:56:53,182,voice,907,"Sector 20 PS Tower, Gautam Buddha Nagar (Noida)"
UP-CDR-000428,UP00154,Santosh Gupta,9927000154,UP00467,Mahesh Pal,9125000467,2024-07-07 23:14:05,189,voice,124,"Bhelupur PS Tower, Varanasi"
UP-CDR-000429,UP01585,Brijesh Bind,9837001585,UP01051,Bablu Siddiqui,9450001051,2024-06-24 09:35:58,176,voice,686,"Kotwali PS Tower, Ghaziabad"
UP-CDR-000430,UP00833,Dhananjay Verma,9719000833,UP00431,Dhananjay Bind,7007000431,2024-03-21 11:46:29,81,voice,613,"Civil Lines PS Tower, Prayagraj"
UP-CDR-000431,UP02693,Pappu Rajput,9412002693,UP00907,Pramod Gurjar,9719000907,2024-04-17 16:22:56,108,voice,997,"Sipri Bazar PS Tower, Jhansi"
UP-CDR-000432,UP00443,Imran Shukla,9927000443,UP00083,Anil Mishra,7007000083,2024-01-07 21:01:03,7,sms,1188,"Civil Lines PS Tower, Prayagraj"
UP-CDR-000433,UP00211,Satish Shukla,9837000211,UP00516,Imran Dubey,9719000516,2024-01-04 06:39:29,4,voice,671,"Hazratganj PS Tower, Lucknow"
UP-CDR-000434,UP00122,Neeraj Gurjar,9450000122,UP00007,Gufran Siddiqui,9719000007,2024-04-24 03:39:07,115,voice,694,"Shahganj PS Tower, Agra"
UP-CDR-000435,UP02377,Vikram Siddiqui,8840002377,UP01980,Mahesh Verma,9719001980,2024-04-28 12:38:20,119,voice,742,"Chinhat PS Tower, Lucknow"
UP-CDR-000436,UP02880,Alok Tyagi,9839002880,UP02221,Ravindra Siddiqui,7007002221,2024-04-14 04:48:57,105,voice,1096,"Ramgarh Tal PS Tower, Gorakhpur"
UP-CDR-000437,UP00488,Suresh Pandey,7007000488,UP00059,Aslam Chauhan,9450000059,2024-02-20 23:01:33,51,sms,678,"Sector 20 PS Tower, Gautam Buddha Nagar (Noida)"
UP-CDR-000438,UP02714,Pankaj Gurjar,9415002714,UP00573,Imran Dubey,9415000573,2024-05-01 21:47:24,122,voice,354,"Rakabganj PS Tower, Agra"
UP-CDR-000439,UP00338,Sonu Shukla,7500000338,UP00233,Pappu Tripathi,9839000233,2024-05-15 16:19:59,136,voice,644,"Sector 39 PS Tower, Gautam Buddha Nagar (Noida)"
UP-CDR-000440,UP00204,Atiq Tomar,9125000204,UP00185,Akhilesh Pal,9839000185,2024-03-06 11:39:21,66,voice,648,"Sipri Bazar PS Tower, Jhansi"
UP-CDR-000441,UP00273,Deepak Pandey,9125000273,UP00166,Guddu Shukla,7500000166,2024-05-24 06:17:07,145,voice,161,"Indirapuram PS Tower, Ghaziabad"
UP-CDR-000442,UP00043,Bablu Singh,9450000043,UP00137,Deepak Jaiswal,9415000137,2024-07-20 15:01:13,202,voice,509,"Nauchandi PS Tower, Meerut"
UP-CDR-000443,UP00547,Aslam Dubey,8006000547,UP00541,Sonu Tiwari,9415000541,2024-04-12 12:58:37,103,voice,1077,"Izzatnagar PS Tower, Bareilly"
UP-CDR-000444,UP00239,Pappu Rajput,9412000239,UP00366,Mukhtar Tripathi,9719000366,2024-07-07 11:39:55,189,voice,618,"Sector 39 PS Tower, Gautam Buddha Nagar (Noida)"
UP-CDR-000445,UP00257,Abhay Dubey,7007000257,UP00146,Abhay Rajput,9837000146,2024-05-08 03:50:27,129,voice,946,"Kalyanpur PS Tower, Kanpur Nagar"
UP-CDR-000446,UP00563,Guddu Chauhan,9450000563,UP00467,Mahesh Pal,9125000467,2024-08-09 10:53:03,222,voice,456,"Naini PS Tower, Prayagraj"
UP-CDR-000447,UP01122,Rakesh Mishra,9839001122,UP01251,Vikram Shukla,8006001251,2024-05-20 20:00:38,141,voice,1067,"Civil Lines PS Tower, Meerut"
UP-CDR-000448,UP00152,Sonu Rajput,9837000152,UP00482,Munna Singh,7007000482,2024-01-24 23:47:36,24,voice,1092,"Prem Nagar PS Tower, Bareilly"
UP-CDR-000449,UP01626,Bablu Dubey,9415001626,UP02783,Gufran Rajput,9412002783,2024-07-31 07:44:09,213,voice,90,"Kavi Nagar PS Tower, Ghaziabad"
UP-CDR-000450,UP00320,Ramesh Nagar,9415000320,UP00200,Sonu Khan,9837000200,2024-02-05 06:54:38,36,voice,183,"Phase 2 PS Tower, Gautam Buddha Nagar (Noida)"
UP-CDR-000451,UP00282,Tariq Dubey,9450000282,UP00284,Brijesh Kushwaha,9450000284,2024-06-30 15:23:40,182,sms,814,"George Town PS Tower, Prayagraj"
UP-CDR-000452,UP00318,Abhay Rawat,7500000318,UP00471,Imran Gupta,9125000471,2024-06-14 07:19:21,166,voice,326,"Brahmpuri PS Tower, Meerut"
UP-CDR-000453,UP01989,Tariq Jaiswal,9450001989,UP02276,Pappu Pal,9450002276,2024-07-14 21:37:02,196,voice,985,"Kotwali PS Tower, Kanpur Nagar"
UP-CDR-000454,UP00228,Manoj Verma,9927000228,UP00470,Tariq Chaudhary,7500000470,2024-06-25 12:01:34,177,voice,896,"Kotwali PS Tower, Ghaziabad"
UP-CDR-000455,UP00497,Munna Rajput,9839000497,UP00315,Pramod Gautam,9125000315,2024-08-26 22:03:49,239,voice,760,"Shahganj PS Tower, Agra"
UP-CDR-000456,UP02243,Mukhtar Maurya,7007002243,UP02833,Rizwan Tripathi,9412002833,2024-06-29 05:57:09,181,voice,768,"Kalyanpur PS Tower, Kanpur Nagar"
UP-CDR-000457,UP01363,Pankaj Jaiswal,9837001363,UP01631,Mahesh Tripathi,7007001631,2024-06-02 01:53:52,154,voice,25,"Govind Nagar PS Tower, Kanpur Nagar"
UP-CDR-000458,UP02961,Dharmendra Gautam,9719002961,UP00413,Pramod Nagar,8840000413,2024-02-27 23:53:55,58,voice,219,"Civil Lines PS Tower, Prayagraj"
UP-CDR-000459,UP00216,Gufran Chauhan,9719000216,UP00269,Rajesh Tripathi,9839000269,2024-08-22 23:21:56,235,sms,88,"Cantt PS Tower, Gorakhpur"
UP-CDR-000460,UP00321,Imran Dubey,8006000321,UP00419,Gufran Dubey,8006000419,2024-03-27 02:19:31,87,voice,995,"Shahganj PS Tower, Agra"
UP-CDR-000461,UP00513,Satish Shukla,9450000513,UP00598,Virendra Mishra,9415000598,2024-02-14 10:08:32,45,voice,142,"Sector 24 PS Tower, Gautam Buddha Nagar (Noida)"
UP-CDR-000462,UP00251,Santosh Rajput,8840000251,UP00457,Dharmendra Gupta,9837000457,2024-02-22 07:29:06,53,voice,752,"Sipri Bazar PS Tower, Jhansi"
UP-CDR-000463,UP01210,Tariq Kushwaha,9125001210,UP00765,Pankaj Maurya,7007000765,2024-04-04 17:39:39,95,voice,120,"Dashashwamedh PS Tower, Varanasi"
UP-CDR-000464,UP01303,Mukhtar Ansari,9125001303,UP02471,Neeraj Siddiqui,9839002471,2024-06-28 02:35:18,180,voice,942,"Kareli PS Tower, Prayagraj"
UP-CDR-000465,UP00194,Santosh Jaiswal,7500000194,UP00094,Dharmendra Shukla,8840000094,2024-03-05 00:49:46,65,voice,424,"Prem Nagar PS Tower, Jhansi"
UP-CDR-000466,UP02213,Amit Chauhan,9415002213,UP00844,Brijesh Kushwaha,8006000844,2024-04-06 13:32:07,97,voice,381,"Indirapuram PS Tower, Ghaziabad"
UP-CDR-000467,UP00076,Mahesh Mishra,9450000076,UP00112,Sunil Srivastav,9415000112,2024-08-21 19:20:41,234,voice,620,"Ayodhya Kotwali PS Tower, Ayodhya"
UP-CDR-000468,UP00482,Munna Singh,7007000482,UP00076,Mahesh Mishra,9450000076,2024-08-12 03:50:42,225,voice,700,"Kavi Nagar PS Tower, Ghaziabad"
UP-CDR-000469,UP00220,Vikram Shukla,8840000220,UP00464,Dhananjay Ansari,9412000464,2024-05-31 21:08:00,152,voice,1040,"Indirapuram PS Tower, Ghaziabad"
UP-CDR-000470,UP00510,Rajesh Qureshi,8840000510,UP00001,Rajesh Rajput,9125000001,2024-04-28 20:12:01,119,voice,617,"Katra PS Tower, Prayagraj"
UP-CDR-000471,UP00588,Mukhtar Kushwaha,7007000588,UP00295,Neeraj Bind,9839000295,2024-02-05 09:08:37,36,voice,752,"Kavi Nagar PS Tower, Ghaziabad"
UP-CDR-000472,UP00431,Dhananjay Bind,7007000431,UP00176,Amit Tiwari,9839000176,2024-08-18 14:58:59,231,voice,755,"Sahibabad PS Tower, Ghaziabad"
UP-CDR-000473,UP00216,Gufran Chauhan,9719000216,UP00217,Abhay Bind,9450000217,2024-04-26 13:06:23,117,voice,1106,"Kalyanpur PS Tower, Kanpur Nagar"
UP-CDR-000474,UP00011,Chhotu Gupta,7500000011,UP00860,Sanjay Maurya,9719000860,2024-05-30 14:40:31,151,voice,196,"Kareli PS Tower, Prayagraj"
UP-CDR-000475,UP00364,Akhilesh Gautam,9719000364,UP00232,Ajay Tripathi,9125000232,2024-06-26 06:21:56,178,voice,28,"Izzatnagar PS Tower, Bareilly"
UP-CDR-000476,UP00132,Chhotu Singh,9837000132,UP00576,Babloo Shukla,9450000576,2024-01-22 01:51:23,22,voice,132,"Ayodhya Kotwali PS Tower, Ayodhya"
UP-CDR-000477,UP00078,Rizwan Gurjar,9125000078,UP00479,Manoj Singh,9415000479,2024-02-16 17:07:29,47,voice,390,"Sipri Bazar PS Tower, Jhansi"
UP-CDR-000478,UP00401,Akhilesh Kushwaha,9837000401,UP00423,Pramod Kushwaha,9125000423,2024-07-03 23:04:36,185,voice,554,"Partapur PS Tower, Meerut"
UP-CDR-000479,UP00280,Pappu Gupta,7500000280,UP00147,Suresh Pal,9415000147,2024-01-23 10:21:31,23,voice,750,"Cantt PS Tower, Varanasi"
UP-CDR-000480,UP00365,Brijesh Yadav,9927000365,UP00325,Guddu Siddiqui,8840000325,2024-02-05 18:41:50,36,voice,992,"Ramgarh Tal PS Tower, Gorakhpur"
UP-CDR-000481,UP00139,Manoj Bind,9927000139,UP00271,Atiq Yadav,9719000271,2024-08-25 20:29:49,238,voice,535,"Indirapuram PS Tower, Ghaziabad"
UP-CDR-000482,UP02677,Atiq Shukla,9837002677,UP00339,Atiq Pal,9412000339,2024-06-28 13:16:09,180,voice,376,"Kotwali PS Tower, Gorakhpur"
UP-CDR-000483,UP00051,Suresh Dubey,7500000051,UP00310,Sanjay Dubey,7500000310,2024-04-19 22:18:04,110,voice,412,"Nauchandi PS Tower, Meerut"
UP-CDR-000484,UP00184,Imran Nishad,7007000184,UP00468,Mukhtar Verma,9415000468,2024-06-29 04:09:58,181,voice,612,"Cantt PS Tower, Varanasi"
UP-CDR-000485,UP02309,Bablu Maurya,9412002309,UP00776,Sonu Rawat,9839000776,2024-01-29 03:17:35,29,voice,267,"Knowledge Park PS Tower, Gautam Buddha Nagar (Noida)"
UP-CDR-000486,UP00074,Rajesh Tripathi,9837000074,UP00252,Atiq Dubey,9415000252,2024-04-02 11:51:28,93,voice,104,"Raunahi PS Tower, Ayodhya"
UP-CDR-000487,UP00536,Brijesh Gautam,9927000536,UP00165,Mukhtar Nagar,7007000165,2024-07-25 19:39:19,207,voice,622,"Chetganj PS Tower, Varanasi"
UP-CDR-000488,UP01118,Sonu Mishra,8006001118,UP01348,Santosh Shukla,9415001348,2024-01-29 07:43:46,29,voice,1084,"Ramgarh Tal PS Tower, Gorakhpur"
UP-CDR-000489,UP00283,Akhilesh Shukla,8840000283,UP00198,Tariq Bind,9837000198,2024-04-18 11:50:00,109,voice,1059,"Kotwali PS Tower, Kanpur Nagar"
UP-CDR-000490,UP00481,Ajay Ansari,8006000481,UP00588,Mukhtar Kushwaha,7007000588,2024-03-21 15:23:21,81,voice,1141,"Kotwali PS Tower, Kanpur Nagar"
UP-CDR-000491,UP00403,Imran Verma,9839000403,UP00526,Rajesh Nishad,9415000526,2024-05-07 03:23:25,128,voice,288,"Chetganj PS Tower, Varanasi"
UP-CDR-000492,UP00302,Dharmendra Dubey,9450000302,UP00442,Dhananjay Gupta,9450000442,2024-04-17 14:03:47,108,voice,54,"George Town PS Tower, Prayagraj"
UP-CDR-000493,UP00388,Mahesh Tripathi,9839000388,UP00339,Atiq Pal,9412000339,2024-08-01 16:39:28,214,sms,20,"Chinhat PS Tower, Lucknow"
UP-CDR-000494,UP00152,Sonu Rajput,9837000152,UP00598,Virendra Mishra,9415000598,2024-08-05 04:10:58,218,voice,926,"Shivpur PS Tower, Varanasi"
UP-CDR-000495,UP00134,Chhotu Tripathi,9837000134,UP00576,Babloo Shukla,9450000576,2024-01-09 06:52:27,9,voice,716,"Prem Nagar PS Tower, Bareilly"
UP-CDR-000496,UP00500,Vikram Gurjar,8840000500,UP00445,Manoj Chauhan,9412000445,2024-07-01 13:24:44,183,sms,235,"Mahanagar PS Tower, Lucknow"
UP-CDR-000497,UP00389,Atiq Yadav,9415000389,UP01310,Atiq Gautam,9719001310,2024-01-31 07:14:48,31,sms,467,"Nawabad PS Tower, Jhansi"
UP-CDR-000498,UP00183,Vikram Tripathi,8840000183,UP00125,Babloo Gupta,8840000125,2024-08-16 20:28:59,229,voice,1155,"Civil Lines PS Tower, Prayagraj"
UP-CDR-000499,UP00061,Sonu Khan,8006000061,UP00367,Abhay Srivastav,9837000367,2024-06-25 08:30:44,177,voice,296,"Izzatnagar PS Tower, Bareilly"
UP-CDR-000500,UP00286,Abhay Jaiswal,9837000286,UP00288,Bablu Qureshi,9719000288,2024-08-09 13:00:31,222,voice,1179,"Kareli PS Tower, Prayagraj"
UP-CDR-000501,UP01007,Deepak Rawat,7500001007,UP02140,Deepak Verma,9415002140,2024-04-16 23:13:55,107,voice,876,"Rakabganj PS Tower, Agra"
UP-CDR-000502,UP00033,Aslam Tomar,9412000033,UP00162,Deepak Pal,9450000162,2024-06-23 00:56:23,175,voice,988,"Shahpur PS Tower, Gorakhpur"
UP-CDR-000503,UP00765,Pankaj Maurya,7007000765,UP01145,Munna Khan,8840001145,2024-02-23 22:54:05,54,sms,40,"Nawabad PS Tower, Jhansi"
UP-CDR-000504,UP01601,Dhananjay Nishad,9839001601,UP01858,Ravindra Rawat,7500001858,2024-07-14 07:09:57,196,voice,1003,"Ayodhya Kotwali PS Tower, Ayodhya"
UP-CDR-000505,UP02619,Mukhtar Gupta,7500002619,UP02755,Atiq Tiwari,8840002755,2024-07-21 04:44:13,203,voice,254,"Prem Nagar PS Tower, Jhansi"
UP-CDR-000506,UP00580,Sunil Bind,9125000580,UP00171,Babloo Qureshi,8840000171,2024-04-04 21:34:49,95,sms,142,"Rakabganj PS Tower, Agra"
UP-CDR-000507,UP00013,Satish Siddiqui,7500000013,UP00460,Brijesh Nagar,7500000460,2024-02-25 22:09:59,56,voice,1062,"Shahganj PS Tower, Agra"
UP-CDR-000508,UP00560,Guddu Verma,9927000560,UP00348,Rakesh Pal,7500000348,2024-02-18 08:27:14,49,voice,283,"Subhash Nagar PS Tower, Bareilly"
UP-CDR-000509,UP01964,Ramesh Pandey,9719001964,UP01197,Rizwan Gupta,9837001197,2024-01-01 22:59:08,1,voice,741,"Barra PS Tower, Kanpur Nagar"
UP-CDR-000510,UP00024,Deepak Gautam,9412000024,UP00025,Dhananjay Pal,8006000025,2024-05-19 17:44:21,140,voice,1072,"Knowledge Park PS Tower, Gautam Buddha Nagar (Noida)"
UP-CDR-000511,UP00369,Sonu Gautam,9125000369,UP00469,Dhananjay Dubey,9125000469,2024-02-20 21:53:31,51,voice,923,"Sadar Bazar PS Tower, Meerut"
UP-CDR-000512,UP00489,Pramod Srivastav,7007000489,UP00326,Abhay Pal,9839000326,2024-02-24 00:13:21,55,voice,832,"Kotwali PS Tower, Kanpur Nagar"
UP-CDR-000513,UP00514,Akhilesh Maurya,9927000514,UP00562,Anil Bind,9927000562,2024-03-03 23:43:01,63,voice,818,"Sihani Gate PS Tower, Ghaziabad"
UP-CDR-000514,UP00592,Guddu Gurjar,8006000592,UP00303,Ravindra Chaudhary,9412000303,2024-08-21 22:29:51,234,voice,366,"Gomti Nagar PS Tower, Lucknow"
UP-CDR-000515,UP00290,Pramod Yadav,9839000290,UP00374,Ramesh Rajput,9837000374,2024-07-18 06:33:08,200,voice,1180,"Surajpur PS Tower, Gautam Buddha Nagar (Noida)"
UP-CDR-000516,UP00309,Suresh Gupta,9125000309,UP01509,Vikram Siddiqui,7500001509,2024-01-18 09:21:16,18,voice,961,"Shahganj PS Tower, Agra"
UP-CDR-000517,UP01060,Dharmendra Khan,9415001060,UP00480,Rakesh Nishad,9839000480,2024-06-06 11:59:36,158,voice,788,"Kotwali PS Tower, Ghaziabad"
UP-CDR-000518,UP00038,Sunil Tiwari,9415000038,UP00433,Sanjay Mishra,9719000433,2024-05-04 21:54:11,125,voice,225,"George Town PS Tower, Prayagraj"
UP-CDR-000519,UP00089,Santosh Siddiqui,9927000089,UP00250,Rajesh Gurjar,9927000250,2024-04-02 08:26:05,93,voice,381,"Govind Nagar PS Tower, Kanpur Nagar"
UP-CDR-000520,UP00510,Rajesh Qureshi,8840000510,UP00284,Brijesh Kushwaha,9450000284,2024-03-01 09:58:24,61,voice,314,"Cantt PS Tower, Ayodhya"
UP-CDR-000521,UP00238,Virendra Tiwari,9415000238,UP00529,Dhananjay Kushwaha,9839000529,2024-01-10 11:36:11,10,sms,767,"Kavi Nagar PS Tower, Ghaziabad"
UP-CDR-000522,UP00434,Brijesh Srivastav,9839000434,UP00012,Akhilesh Nagar,9450000012,2024-07-19 01:03:19,201,voice,400,"George Town PS Tower, Prayagraj"
UP-CDR-000523,UP00203,Tariq Siddiqui,9839000203,UP00099,Alok Tomar,9412000099,2024-03-29 21:45:54,89,voice,192,"Cantt PS Tower, Ayodhya"
UP-CDR-000524,UP00157,Imran Singh,9125000157,UP00424,Atiq Bind,7500000424,2024-08-13 14:59:29,226,voice,427,"Bhelupur PS Tower, Varanasi"
UP-CDR-000525,UP00261,Rajesh Verma,7007000261,UP00147,Suresh Pal,9415000147,2024-08-17 12:17:26,230,voice,96,"Lisari Gate PS Tower, Meerut"
UP-CDR-000526,UP00291,Rakesh Rawat,8840000291,UP00159,Santosh Pandey,9839000159,2024-08-23 22:21:07,236,voice,964,"Cantt PS Tower, Ayodhya"
UP-CDR-000527,UP00834,Atiq Maurya,9125000834,UP02542,Ravindra Nagar,9839002542,2024-03-08 11:21:59,68,voice,129,"Brahmpuri PS Tower, Meerut"
UP-CDR-000528,UP00451,Alok Chaudhary,9839000451,UP00013,Satish Siddiqui,7500000013,2024-04-03 10:00:24,94,sms,182,"Sipri Bazar PS Tower, Jhansi"
UP-CDR-000529,UP00150,Virendra Yadav,9450000150,UP00075,Anil Chauhan,9837000075,2024-08-08 19:48:30,221,voice,118,"Gorakhnath PS Tower, Gorakhpur"
UP-CDR-000530,UP00324,Abhay Gupta,9450000324,UP00017,Dharmendra Yadav,7500000017,2024-03-16 13:35:30,76,voice,293,"Sector 20 PS Tower, Gautam Buddha Nagar (Noida)"
UP-CDR-000531,UP00573,Imran Dubey,9415000573,UP00276,Alok Gupta,7500000276,2024-07-11 21:14:38,193,voice,1001,"Civil Lines PS Tower, Prayagraj"
UP-CDR-000532,UP00160,Deepak Gautam,9450000160,UP00152,Sonu Rajput,9837000152,2024-04-04 06:50:03,95,sms,549,"Phase 2 PS Tower, Gautam Buddha Nagar (Noida)"
UP-CDR-000533,UP00227,Santosh Gupta,7007000227,UP00135,Sunil Shukla,9412000135,2024-03-12 23:15:02,72,voice,881,"Shahpur PS Tower, Gorakhpur"
