master_id,merged_ids,method,confidence,name_score,phone_score,context_score,source_id,source_type,evidence_snippet,evidence_hash
UP00508,Babloo Maurya @ Shooter,fuzzy(name:72/100=0.722+phone:0.0*0.04+ctx:0.5*0.02=0.732),0.732,72.2,0.0,0.5,UP-CRIM-0550,criminal_history,Babloo Maurya @ Shooter,15d6a3be963e9a62
UP00552,Abhay Khan @ Bhaiya,fuzzy(name:69/100=0.690+phone:0.0*0.04+ctx:0.5*0.02=0.700),0.7,69.0,0.0,0.5,UP-CRIM-0552,criminal_history,Abhay Khan @ Bhaiya,65191e9725636efa
UP00560,Guddu Verma @ Babu,fuzzy(name:76/100=0.759+phone:0.0*0.04+ctx:0.5*0.02=0.769),0.769,75.9,0.0,0.5,UP-CRIM-0560,criminal_history,Guddu Verma @ Babu,83a7364c426eebeb
UP00126,Tariq Pandey @ Don,fuzzy(name:80/100=0.800+phone:0.0*0.04+ctx:0.5*0.02=0.810),0.81,80.0,0.0,0.5,UP-CRIM-0567,criminal_history,Tariq Pandey @ Don,57389cf350258e65
UP00572,Rakesh Ansari @ Pahalwan,fuzzy(name:70/100=0.703+phone:0.0*0.04+ctx:0.5*0.02=0.713),0.713,70.3,0.0,0.5,UP-CRIM-0572,criminal_history,Rakesh Ansari @ Pahalwan,70839afaf50ac5ed
UP00103,Mukhtar Tripathi @ Pahalwan,fuzzy(name:74/100=0.744+phone:0.0*0.04+ctx:0.5*0.02=0.754),0.754,74.4,0.0,0.5,UP-CRIM-0579,criminal_history,Mukhtar Tripathi @ Pahalwan,d09e7bf1d4abaf56
UP00581,Ravindra Chauhan @ Bhaiya,fuzzy(name:78/100=0.780+phone:0.0*0.04+ctx:0.5*0.02=0.790),0.79,78.0,0.0,0.5,UP-CRIM-0581,criminal_history,Ravindra Chauhan @ Bhaiya,bf997281d2b0496e
UP00590,Atiq Jaiswal @ Urf Chhotu,fuzzy(name:65/100=0.649+phone:0.0*0.04+ctx:0.5*0.02=0.659),0.659,64.9,0.0,0.5,UP-CRIM-0590,criminal_history,Atiq Jaiswal @ Urf Chhotu,34c63147b134c5c4
Anil Ansari @ Contractor,candidate->UP00591 score 95.0,fuzzy_reject(name:63/100=0.629+phone:0.0*0.04+ctx:0.5*0.02=0.639),0.5,62.9,0.0,0.5,UP-CRIM-0591,criminal_history,Anil Ansari @ Contractor,43f5e3aa5863564e
UP00592,Guddu Gurjar @ Contractor,fuzzy(name:65/100=0.649+phone:0.0*0.04+ctx:0.5*0.02=0.659),0.659,64.9,0.0,0.5,UP-CRIM-0592,criminal_history,Guddu Gurjar @ Contractor,6c399f6dd8e8e6ab
UP00345,Vikram Dubey @ Pandit,fuzzy(name:73/100=0.727+phone:0.0*0.04+ctx:0.5*0.02=0.737),0.737,72.7,0.0,0.5,UP-CRIM-0593,criminal_history,Vikram Dubey @ Pandit,8161c461520d4531
Gautam Buddha Nagar,candidate->UP00400 score 80.0,fuzzy_reject(name:67/100=0.667+phone:0.0*0.04+ctx:0.5*0.02=0.677),0.5,66.7,0.0,0.5,UP-FIR-0001,fir,"4 registered at Sector 20 PS, Gautam Buddha Nagar (Noida). Charges under Sec 2/",0d0ac46455b4c81b
Kanpur Nagar,candidate->UP02072 score 78.3,fuzzy_reject(name:78/100=0.783+phone:0.0*0.04+ctx:0.5*0.02=0.793),0.5,78.3,0.0,0.5,UP-FIR-0003,fir,"024 registered at Chakeri PS, Kanpur Nagar. Charges under IPC 386 / BNS",b3ab7bc38a9033c5
UP00687,Sanjay Khan,fuzzy(name:80/100=0.800+phone:0.0*0.04+ctx:0.5*0.02=0.810),0.81,80.0,0.0,0.5,UP-FIR-0018,fir,"or report states that accused Sanjay Khan, Ramesh Pandey were identifie",60918ed62c23956e
UP00060,Khan,fuzzy(name:100/100=1.000+phone:0.0*0.04+ctx:0.5*0.02=1.000),1.0,100.0,0.0,0.5,UP-FIR-0048,fir,states that accused Dhananjay Khan were identified operating in,ddd0c0f3acc8e506
UP01650,Atiq Ansari,fuzzy(name:87/100=0.870+phone:0.0*0.04+ctx:0.5*0.02=0.880),0.88,87.0,0.0,0.5,UP-FIR-0091,fir,"Pramod Tomar, Anil Kushwaha, Atiq Ansari were identified operating in",fb45dcdd501a7a3c
UP00998,Abhay Tomar,fuzzy(name:86/100=0.857+phone:0.0*0.04+ctx:0.5*0.02=0.867),0.867,85.7,0.0,0.5,UP-FIR-0145,fir,"tes that accused Alok Mishra, Abhay Tomar were identified operating in",cc949b26ee99e872
Virendra Pandey,candidate->UP00638 score 83.6,fuzzy_reject(name:76/100=0.759+phone:0.0*0.04+ctx:0.5*0.02=0.769),0.5,75.9,0.0,0.5,UP-FIR-0165,fir,or report states that accused Virendra Pandey were identified operating in,6d7e2b7f7dbbf7b2
UP02129,Dharmendra Tomar,fuzzy(name:85/100=0.848+phone:0.0*0.04+ctx:0.5*0.02=0.858),0.858,84.8,0.0,0.5,UP-FIR-0178,fir,or report states that accused Dharmendra Tomar were identified operating in,fec41cb4558d8abd
UP00011,Gupta,fuzzy(name:100/100=1.000+phone:0.0*0.04+ctx:0.5*0.02=1.000),1.0,100.0,0.0,0.5,UP-FIR-0263,fir,rt states that accused Satish Gupta were identified operating in,94e0f14aee7e4e27
UP00046,Dubey,fuzzy(name:100/100=1.000+phone:0.0*0.04+ctx:0.5*0.02=1.000),1.0,100.0,0.0,0.5,UP-FIR-0468,fir,"accused Babloo Maurya, Imran Dubey were identified operating in",47a9024afdc36da9
UP00786,Sunil Pal,fuzzy(name:76/100=0.762+phone:0.0*0.04+ctx:0.5*0.02=0.772),0.772,76.2,0.0,0.5,UP-FIR-0500,fir,"or report states that accused Sunil Pal, Ramesh Kushwaha, Mahesh Trip",c4e90c311495d887
UP00572,Ramesh Ansari,fuzzy(name:92/100=0.923+phone:0.0*0.04+ctx:0.5*0.02=0.933),0.933,92.3,0.0,0.5,UP-FIR-0592,fir,"tates that accused Sunil Pal, Ramesh Ansari, Chhotu Mishra were identifie",cec43ac0730bea0d
UP00934,"Pappu Mishra,",fuzzy(name:96/100=0.960+phone:0.0*0.04+ctx:0.5*0.02=0.970),0.97,96.0,0.0,0.5,UP-FIR-0622,fir,"at accused Brijesh Chaudhary, Pappu Mishra, Ravindra Siddiqui were identi",18d154fe2bb7423e
UP00067,Ramesh Mishra,fuzzy(name:92/100=0.923+phone:0.0*0.04+ctx:0.5*0.02=0.933),0.933,92.3,0.0,0.5,UP-FIR-0661,fir,"uddu Bind, Dhananjay Chauhan, Ramesh Mishra were identified operating in",7180fa3ca8f7ea00
UP01250,Tariq Mishra,fuzzy(name:87/100=0.870+phone:0.0*0.04+ctx:0.5*0.02=0.880),0.88,87.0,0.0,0.5,UP-FIR-0678,fir,"or report states that accused Tariq Mishra, Munna Gautam were identified",079c15c27dc8bab7
UP02266,Satish Tripathi,fuzzy(name:90/100=0.903+phone:0.0*0.04+ctx:0.5*0.02=0.913),0.913,90.3,0.0,0.5,UP-FIR-0679,fir,"or report states that accused Satish Tripathi, Ramesh Ansari were identifie",ccd124d5355bfb22
Manoj Mishra,candidate->UP00398 score 83.3,fuzzy_reject(name:83/100=0.833+phone:0.0*0.04+ctx:0.5*0.02=0.843),0.5,83.3,0.0,0.5,UP-FIR-0788,fir,or report states that accused Manoj Mishra were identified operating in,64a35446ad688c2a
UP00031,Tomar,fuzzy(name:100/100=1.000+phone:0.0*0.04+ctx:0.5*0.02=1.000),1.0,100.0,0.0,0.5,UP-FIR-0875,fir,"accused Dhananjay Verma, Amit Tomar were identified operating in",9fafae1ca14f22ff
UP00965,Anil Siddiqui,fuzzy(name:89/100=0.889+phone:0.0*0.04+ctx:0.5*0.02=0.899),0.899,88.9,0.0,0.5,UP-FIR-0923,fir,"tes that accused Sanjay Khan, Anil Siddiqui were identified operating in",79fac790f9dd3f97
UP00080,Verma,fuzzy(name:100/100=1.000+phone:0.0*0.04+ctx:0.5*0.02=1.000),1.0,100.0,0.0,0.5,UP-FIR-0959,fir,"accused Amit Siddiqui, Imran Verma were identified operating in",faca580e7d3d67d9
Guddu Dubey,candidate->UP01052 score 78.3,fuzzy_reject(name:78/100=0.783+phone:0.0*0.04+ctx:0.5*0.02=0.793),0.5,78.3,0.0,0.5,UP-FIR-1071,fir,"or report states that accused Guddu Dubey, Alok Qureshi, Tariq Rajput w",04a33f8a20d99262
UP02692,Virendra Dubey,fuzzy(name:86/100=0.857+phone:0.0*0.04+ctx:0.5*0.02=0.867),0.867,85.7,0.0,0.5,UP-FIR-1093,fir,or report states that accused Virendra Dubey were identified operating in,f6723c71d961e771
Mahesh Singh,candidate->UP01607 score 84.6,fuzzy_reject(name:85/100=0.846+phone:0.0*0.04+ctx:0.5*0.02=0.856),0.5,84.6,0.0,0.5,UP-FIR-1141,fir,or report states that accused Mahesh Singh were identified operating in,7839fe4eae935584
UP00774,Dharmendra Rawat,fuzzy(name:85/100=0.848+phone:0.0*0.04+ctx:0.5*0.02=0.858),0.858,84.8,0.0,0.5,UP-FIR-1260,fir,"ed Ajay Kushwaha, Babloo Pal, Dharmendra Rawat were identified operating in",36625cbad1b258b3
Chhotu Shukla,candidate->UP00132 score 81.4,fuzzy_reject(name:72/100=0.720+phone:0.0*0.04+ctx:0.5*0.02=0.730),0.5,72.0,0.0,0.5,UP-FIR-1312,fir,or report states that accused Chhotu Shukla were identified operating in,8ac79d66f117d7b9
Manoj Nagar,candidate->UP00452 score 81.8,fuzzy_reject(name:82/100=0.818+phone:0.0*0.04+ctx:0.5*0.02=0.828),0.5,81.8,0.0,0.5,UP-FIR-1384,fir,"tes that accused Abhay Dubey, Manoj Nagar were identified operating in",bdf51539d550e043
UP00189,Sunil Jaiswal,fuzzy(name:88/100=0.880+phone:0.0*0.04+ctx:0.5*0.02=0.890),0.89,88.0,0.0,0.5,UP-FIR-1416,fir,"s that accused Babloo Rajput, Sunil Jaiswal, Mukhtar Gupta were identifie",79b328c8e2f0f16f
Ravindra Singh,candidate->UP00506 score 83.6,fuzzy_reject(name:76/100=0.759+phone:0.0*0.04+ctx:0.5*0.02=0.769),0.5,75.9,0.0,0.5,UP-FIR-1585,fir,"Pankaj Mishra, Ramesh Tiwari, Ravindra Singh were identified operating in",97e9cfc3d15cb285
UP00204,Tariq Tomar,fuzzy(name:86/100=0.857+phone:0.0*0.04+ctx:0.5*0.02=0.867),0.867,85.7,0.0,0.5,UP-FIR-1765,fir,"that accused Abhay Srivastav, Tariq Tomar were identified operating in",f90abb1c05eb7ff3
